"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CHOTA (000)",43359,300,1015,2547,5045,8898,14444,11110
"De 12 a 14 años (001)",65,,,,,,5,60
"De 15 a 19 años (002)",1227,,,,,,679,548
"De 20 a 24 años (003)",4415,,,,,26,2603,1786
"De 25 a 29 años (004)",5341,,,,,288,3339,1714
"De 30 a 34 años (005)",5122,,,,4,954,2930,1234
"De 35 a 39 años (006)",5282,,,,69,1689,2513,1011
"De 40 a 44 años (007)",4214,,,,252,1720,1468,774
"De 45 a 49 años (008)",3734,,,16,613,1705,737,663
"De 50 y más años (009)",13959,300,1015,2531,4107,2516,170,3320
"PEA (010)",7769,15,77,304,762,1768,2549,2294
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",152,,,,,,77,75
"De 20 a 24 años (013)",730,,,,,5,362,363
"De 25 a 29 años (014)",1080,,,,,61,578,441
"De 30 a 34 años (015)",1085,,,,,212,554,319
"De 35 a 39 años (016)",1180,,,,16,356,542,266
"De 40 a 44 años (017)",966,,,,50,395,303,218
"De 45 a 49 años (018)",781,,,5,145,360,112,159
"De 50 y más años (019)",1793,15,77,299,551,379,21,451
"Ocupada (020)",7565,15,77,304,755,1738,2483,2193
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",139,,,,,,68,71
"De 20 a 24 años (023)",681,,,,,5,349,327
"De 25 a 29 años (024)",1023,,,,,59,559,405
"De 30 a 34 años (025)",1056,,,,,205,544,307
"De 35 a 39 años (026)",1160,,,,14,348,535,263
"De 40 a 44 años (027)",950,,,,49,391,297,213
"De 45 a 49 años (028)",769,,,5,143,354,110,157
"De 50 y más años (029)",1785,15,77,299,549,376,21,448
"Desocupada (030)",204,,,,7,30,66,101
"De 15 a 19 años (032)",13,,,,,,9,4
"De 20 a 24 años (033)",49,,,,,,13,36
"De 25 a 29 años (034)",57,,,,,2,19,36
"De 30 a 34 años (035)",29,,,,,7,10,12
"De 35 a 39 años (036)",20,,,,2,8,7,3
"De 40 a 44 años (037)",16,,,,1,4,6,5
"De 45 a 49 años (038)",12,,,,2,6,2,2
"De 50 y más años (039)",8,,,,2,3,,3
"No PEA (040)",35590,285,938,2243,4283,7130,11895,8816
"De 12 a 14 años (041)",63,,,,,,5,58
"De 15 a 19 años (042)",1075,,,,,,602,473
"De 20 a 24 años (043)",3685,,,,,21,2241,1423
"De 25 a 29 años (044)",4261,,,,,227,2761,1273
"De 30 a 34 años (045)",4037,,,,4,742,2376,915
"De 35 a 39 años (046)",4102,,,,53,1333,1971,745
