"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONCEPCION (000)",52546,6070,5013,1402,40123
"Hombres (001)",25411,2890,2632,867,19074
"Mujeres (002)",27135,3180,2381,535,21049
"PEA (003)",19753,665,2472,593,16066
"Hombres (004)",12996,395,1554,427,10660
"Mujeres (005)",6757,270,918,166,5406
"Ocupada (006)",18961,643,2434,585,15340
"Hombres (007)",12466,382,1536,419,10167
"Mujeres (008)",6495,261,898,166,5173
"Desocupada (009)",792,22,38,8,726
"Hombres (010)",530,13,18,8,493
"Mujeres (011)",262,9,20,,233
"No PEA (012)",32793,5405,2541,809,24057
"Hombres (013)",12415,2495,1078,440,8414
"Mujeres (014)",20378,2910,1463,369,15643
,,,,,
"URBANA (018)",27297,2537,3754,1055,19991
"Hombres (019)",12936,1236,1735,667,9328
"Mujeres (020)",14361,1301,2019,388,10663
"PEA (021)",11574,392,1630,473,9104
"Hombres (022)",6722,201,852,330,5361
"Mujeres (023)",4852,191,778,143,3743
"Ocupada (024)",11123,381,1599,471,8697
"Hombres (025)",6458,196,840,328,5116
"Mujeres (026)",4665,185,759,143,3581
"Desocupada (027)",451,11,31,2,407
"Hombres (028)",264,5,12,2,245
"Mujeres (029)",187,6,19,,162
"No PEA (030)",15723,2145,2124,582,10887
"Hombres (031)",6214,1035,883,337,3967
"Mujeres (032)",9509,1110,1241,245,6920
,,,,,
"RURAL (036)",25249,3533,1259,347,20132
"Hombres (037)",12475,1654,897,200,9746
"Mujeres (038)",12774,1879,362,147,10386
"PEA (039)",8179,273,842,120,6962
"Hombres (040)",6274,194,702,97,5299
"Mujeres (041)",1905,79,140,23,1663
"Ocupada (042)",7838,262,835,114,6643
"Hombres (043)",6008,186,696,91,5051
"Mujeres (044)",1830,76,139,23,1592
"Desocupada (045)",341,11,7,6,319
"Hombres (046)",266,8,6,6,248
"Mujeres (047)",75,3,1,,71
"No PEA (048)",17070,3260,417,227,13170
"Hombres (049)",6201,1460,195,103,4447
"Mujeres (050)",10869,1800,222,124,8723
