"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CHUCUITO (000)",77629,75520,2109
"Hombres (001)",39450,38433,1017
"Mujeres (002)",38179,37087,1092
"De 18 a 29 años (003)",27180,26301,879
"Hombres (004)",13801,13330,471
"Mujeres (005)",13379,12971,408
"De 30 a 44 años (006)",22798,22567,231
"Hombres (007)",11626,11506,120
"Mujeres (008)",11172,11061,111
"De 45 a 64 años (009)",18119,17886,233
"Hombres (010)",9245,9118,127
"Mujeres (011)",8874,8768,106
"De 65 y más años (012)",9532,8766,766
"Hombres (013)",4778,4479,299
"Mujeres (014)",4754,4287,467
,,,
"URBANA (015)",22231,21698,533
"Hombres (016)",11673,11379,294
"Mujeres (017)",10558,10319,239
"De 18 a 29 años (018)",8992,8724,268
"Hombres (019)",4648,4496,152
"Mujeres (020)",4344,4228,116
"De 30 a 44 años (021)",7202,7128,74
"Hombres (022)",3817,3772,45
"Mujeres (023)",3385,3356,29
"De 45 a 64 años (024)",4473,4406,67
"Hombres (025)",2395,2353,42
"Mujeres (026)",2078,2053,25
"De 65 y más años (027)",1564,1440,124
"Hombres (028)",813,758,55
"Mujeres (029)",751,682,69
,,,
"RURAL (030)",55398,53822,1576
"Hombres (031)",27777,27054,723
"Mujeres (032)",27621,26768,853
"De 18 a 29 años (033)",18188,17577,611
"Hombres (034)",9153,8834,319
"Mujeres (035)",9035,8743,292
"De 30 a 44 años (036)",15596,15439,157
"Hombres (037)",7809,7734,75
"Mujeres (038)",7787,7705,82
"De 45 a 64 años (039)",13646,13480,166
"Hombres (040)",6850,6765,85
"Mujeres (041)",6796,6715,81
"De 65 y más años (042)",7968,7326,642
"Hombres (043)",3965,3721,244
"Mujeres (044)",4003,3605,398
