"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUANTA (000)",92450,1876,35880,23286,15329,11007,5072
"Jefe o Jefa (001)",23210,,149,4889,8042,6857,3273
"Esposa(o) / compañera(o) (002)",13056,,46,3995,5025,3165,825
"Hijo(a) / hijastro(a) (003)",42705,1445,29400,10482,1172,203,3
"Yerno / nuera (004)",855,,13,625,195,19,3
"Nieto(a) (005)",4016,309,3206,482,17,2,
"Padres / suegros (006)",914,,,1,17,263,633
"Otro(a) pariente (007)",6153,109,2849,1986,596,346,267
"Trabajador(a) del hogar (008)",121,,18,80,9,9,5
"Pensionistas (009)",47,,5,26,10,3,3
"Otro(a) no pariente (010)",1373,13,194,720,246,140,60
"Hombres (011)",45660,930,18325,11751,7413,5070,2171
"Jefe o Jefa (012)",15546,,65,3442,5799,4437,1803
"Esposa(o) / compañera(o) (013)",1086,,31,388,377,217,73
"Hijo(a) / hijastro(a) (014)",22142,729,15038,5739,559,76,1
"Yerno / nuera (015)",407,,3,264,129,10,1
"Nieto(a) (016)",2039,144,1623,261,9,2,
"Padres / suegros (017)",260,,,1,8,77,174
"Otro(a) pariente (018)",3252,52,1453,1142,355,156,94
"Trabajador(a) del hogar (019)",29,,7,15,3,2,2
"Pensionistas (020)",23,,3,12,4,3,1
"Otro(a) no pariente (021)",876,5,102,487,170,90,22
"Mujeres (022)",46790,946,17555,11535,7916,5937,2901
"Jefe o Jefa (023)",7664,,84,1447,2243,2420,1470
"Esposa(o) / compañera(o) (024)",11970,,15,3607,4648,2948,752
"Hijo(a) / hijastro(a) (025)",20563,716,14362,4743,613,127,2
"Yerno / nuera (026)",448,,10,361,66,9,2
"Nieto(a) (027)",1977,165,1583,221,8,,
"Padres / suegros (028)",654,,,,9,186,459
"Otro(a) pariente (029)",2901,57,1396,844,241,190,173
"Trabajador(a) del hogar (030)",92,,11,65,6,7,3
"Pensionistas (031)",24,,2,14,6,,2
"Otro(a) no pariente (032)",497,8,92,233,76,50,38
,,,,,,,
"URBANA (033)",42123,760,15858,11230,7252,4991,2032
"Jefe o Jefa (034)",10275,,107,2090,3727,3111,1240
"Esposa(o) / compañera(o) (035)",5458,,25,1545,2224,1369,295
"Hijo(a) / hijastro(a) (036)",18831,546,12157,5366,661,100,1
"Yerno / nuera (037)",455,,7,305,130,11,2
"Nieto(a) (038)",1999,147,1597,242,11,2,
"Padres / suegros (039)",453,,,1,8,133,311
"Otro(a) pariente (040)",3649,59,1807,1150,322,174,137
"Trabajador(a) del hogar (041)",91,,14,57,8,7,5
"Pensionistas (042)",45,,5,25,10,3,2
"Otro(a) no pariente (043)",867,8,139,449,151,81,39
"Hombres (044)",20364,368,8061,5490,3332,2267,846
"Jefe o Jefa (045)",6251,,45,1234,2399,1920,653
"Esposa(o) / compañera(o) (046)",657,,16,245,223,132,41
"Hijo(a) / hijastro(a) (047)",9691,266,6210,2852,322,41,
"Yerno / nuera (048)",229,,2,134,87,6,
"Nieto(a) (049)",1011,68,813,121,7,2,
"Padres / suegros (050)",129,,,1,5,40,83
"Otro(a) pariente (051)",1860,31,898,614,188,75,54
"Trabajador(a) del hogar (052)",19,,5,9,2,1,2
"Pensionistas (053)",23,,3,12,4,3,1
"Otro(a) no pariente (054)",494,3,69,268,95,47,12
"Mujeres (055)",21759,392,7797,5740,3920,2724,1186
"Jefe o Jefa (056)",4024,,62,856,1328,1191,587
"Esposa(o) / compañera(o) (057)",4801,,9,1300,2001,1237,254
"Hijo(a) / hijastro(a) (058)",9140,280,5947,2514,339,59,1
"Yerno / nuera (059)",226,,5,171,43,5,2
"Nieto(a) (060)",988,79,784,121,4,,
"Padres / suegros (061)",324,,,,3,93,228
"Otro(a) pariente (062)",1789,28,909,536,134,99,83
"Trabajador(a) del hogar (063)",72,,9,48,6,6,3
"Pensionistas (064)",22,,2,13,6,,1
"Otro(a) no pariente (065)",373,5,70,181,56,34,27
,,,,,,,
"RURAL (066)",50327,1116,20022,12056,8077,6016,3040
"Jefe o Jefa (067)",12935,,42,2799,4315,3746,2033
"Esposa(o) / compañera(o) (068)",7598,,21,2450,2801,1796,530
"Hijo(a) / hijastro(a) (069)",23874,899,17243,5116,511,103,2
"Yerno / nuera (070)",400,,6,320,65,8,1
"Nieto(a) (071)",2017,162,1609,240,6,,
"Padres / suegros (072)",461,,,,9,130,322
"Otro(a) pariente (073)",2504,50,1042,836,274,172,130
"Trabajador(a) del hogar (074)",30,,4,23,1,2,
"Pensionistas (075)",2,,,1,,,1
"Otro(a) no pariente (076)",506,5,55,271,95,59,21
"Hombres (077)",25296,562,10264,6261,4081,2803,1325
"Jefe o Jefa (078)",9295,,20,2208,3400,2517,1150
"Esposa(o) / compañera(o) (079)",429,,15,143,154,85,32
"Hijo(a) / hijastro(a) (080)",12451,463,8828,2887,237,35,1
"Yerno / nuera (081)",178,,1,130,42,4,1
"Nieto(a) (082)",1028,76,810,140,2,,
"Padres / suegros (083)",131,,,,3,37,91
"Otro(a) pariente (084)",1392,21,555,528,167,81,40
"Trabajador(a) del hogar (085)",10,,2,6,1,1,
"Otro(a) no pariente (087)",382,2,33,219,75,43,10
"Mujeres (088)",25031,554,9758,5795,3996,3213,1715
"Jefe o Jefa (089)",3640,,22,591,915,1229,883
"Esposa(o) / compañera(o) (090)",7169,,6,2307,2647,1711,498
"Hijo(a) / hijastro(a) (091)",11423,436,8415,2229,274,68,1
"Yerno / nuera (092)",222,,5,190,23,4,
"Nieto(a) (093)",989,86,799,100,4,,
"Padres / suegros (094)",330,,,,6,93,231
"Otro(a) pariente (095)",1112,29,487,308,107,91,90
"Trabajador(a) del hogar (096)",20,,2,17,,1,
