"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANDARAVE (000)",7985,2257,664,185,4880
"Sin Nivel (001)",1128,410,44,18,656
"Educación Inicial (002)",180,113,12,3,52
"Primaria (003)",3020,996,141,52,1832
"Secundaria (004)",2862,653,214,73,1922
"Sup. no Univ. Incompleta (005)",186,21,35,5,125
"Sup. no Univ. Completa (006)",226,24,74,11,117
"Sup. Univ. Incompleta (007)",125,12,22,7,84
"Sup. Univ. Completa (008)",258,28,122,16,92
"Hombres (010)",4196,1068,421,129,2579
"Sin Nivel (011)",371,158,16,6,191
"Educación Inicial (012)",109,67,5,3,34
"Primaria (013)",1515,459,82,33,942
"Secundaria (014)",1694,335,154,59,1146
"Sup. no Univ. Incompleta (015)",118,10,31,4,73
"Sup. no Univ. Completa (016)",144,15,46,8,75
"Sup. Univ. Incompleta (017)",92,11,17,6,58
"Sup. Univ. Completa (018)",153,13,70,10,60
"Mujeres (020)",3789,1189,243,56,2301
"Sin Nivel (021)",757,252,28,12,465
"Educación Inicial (022)",71,46,7,,18
"Primaria (023)",1505,537,59,19,890
"Secundaria (024)",1168,318,60,14,776
"Sup. no Univ. Incompleta (025)",68,11,4,1,52
"Sup. no Univ. Completa (026)",82,9,28,3,42
"Sup. Univ. Incompleta (027)",33,1,5,1,26
"Sup. Univ. Completa (028)",105,15,52,6,32
,,,,,
"URBANA (030)",5194,1525,454,132,3084
"Sin Nivel (031)",683,262,26,12,383
"Educación Inicial (032)",116,80,9,1,26
"Primaria (033)",1883,654,95,31,1104
"Secundaria (034)",1890,460,135,53,1242
"Sup. no Univ. Incompleta (035)",128,15,24,5,84
"Sup. no Univ. Completa (036)",180,18,57,8,97
"Sup. Univ. Incompleta (037)",108,12,17,7,72
"Sup. Univ. Completa (038)",206,24,91,15,76
"Hombres (040)",2689,728,276,89,1597
"Sin Nivel (041)",223,107,7,5,104
"Educación Inicial (042)",71,48,5,1,17
"Primaria (043)",932,308,52,17,556
"Secundaria (044)",1084,228,93,42,721
"Sup. no Univ. Incompleta (045)",81,6,22,4,49
"Sup. no Univ. Completa (046)",105,10,33,5,57
"Sup. Univ. Incompleta (047)",78,11,13,6,48
"Sup. Univ. Completa (048)",115,10,51,9,45
"Mujeres (050)",2505,797,178,43,1487
"Sin Nivel (051)",460,155,19,7,279
"Educación Inicial (052)",45,32,4,,9
"Primaria (053)",951,346,43,14,548
"Secundaria (054)",806,232,42,11,521
"Sup. no Univ. Incompleta (055)",47,9,2,1,35
"Sup. no Univ. Completa (056)",75,8,24,3,40
"Sup. Univ. Incompleta (057)",30,1,4,1,24
"Sup. Univ. Completa (058)",91,14,40,6,31
,,,,,
"RURAL (060)",2791,732,210,53,1796
"Sin Nivel (061)",445,148,18,6,273
"Educación Inicial (062)",64,33,3,2,26
"Primaria (063)",1137,342,46,21,728
"Secundaria (064)",972,193,79,20,680
"Sup. no Univ. Incompleta (065)",58,6,11,,41
"Sup. no Univ. Completa (066)",46,6,17,3,20
"Sup. Univ. Incompleta (067)",17,,5,,12
"Sup. Univ. Completa (068)",52,4,31,1,16
"Hombres (070)",1507,340,145,40,982
"Sin Nivel (071)",148,51,9,1,87
"Educación Inicial (072)",38,19,,2,17
"Primaria (073)",583,151,30,16,386
"Secundaria (074)",610,107,61,17,425
"Sup. no Univ. Incompleta (075)",37,4,9,,24
"Sup. no Univ. Completa (076)",39,5,13,3,18
"Sup. Univ. Incompleta (077)",14,,4,,10
"Sup. Univ. Completa (078)",38,3,19,1,15
"Mujeres (080)",1284,392,65,13,814
"Sin Nivel (081)",297,97,9,5,186
"Educación Inicial (082)",26,14,3,,9
"Primaria (083)",554,191,16,5,342
"Secundaria (084)",362,86,18,3,255
"Sup. no Univ. Incompleta (085)",21,2,2,,17
"Sup. no Univ. Completa (086)",7,1,4,,2
"Sup. Univ. Incompleta (087)",3,,1,,2
"Sup. Univ. Completa (088)",14,1,12,,1
