"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANUCO (000)",90485,10108,110,27943,26227,3324,5285,4945,12543
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",198,1,,9,17,5,29,16,121
"Profes., científicos e intelectuales (002)",10512,,,,161,189,1780,327,8055
"Técnicos de nivel medio ytrab.asimilados (003)",3500,10,1,81,471,515,815,938,669
"Jefes y empleados de oficina (004)",3073,,1,20,626,220,481,626,1099
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",13456,604,7,2886,5952,785,826,1207,1189
"Agricult.trabaj. calif.agrop. y pesquros (006)",18485,4804,26,10427,2934,126,37,67,64
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",5477,225,1,1101,2684,386,424,377,279
"Obreros. construc., conf., papel, fab., instr (008)",8743,147,4,2013,4788,455,325,617,394
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",25236,4126,70,11037,8081,545,389,592,396
"Otra (010)",451,,,,110,35,109,88,109
"Ocupación no especificada (011)",1354,191,,369,403,63,70,90,168
"Hombres (012)",61447,6375,74,21073,18821,2126,2613,3304,7061
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",132,1,,5,9,3,19,11,84
"Profes., científicos e intelectuales (014)",5392,,,,77,84,656,194,4381
"Técnicos de nivel medio ytrab.asimilados (015)",2395,6,1,59,359,398,486,671,415
"Jefes y empleados de oficina (016)",1460,,,9,348,91,143,327,542
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",5894,64,2,1016,2870,346,324,678,594
"Agricult.trabaj. calif.agrop. y pesquros (018)",16844,4008,22,9787,2765,114,32,60,56
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",4554,75,,906,2356,330,341,323,223
"Obreros. construc., conf., papel, fab., instr (020)",8515,144,4,1955,4702,445,310,586,369
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",15260,2049,45,7220,5009,254,172,310,201
"Otra (022)",412,,,,103,30,94,85,100
"Ocupación no especificada (023)",589,28,,116,223,31,36,59,96
"Mujeres (024)",29038,3733,36,6870,7406,1198,2672,1641,5482
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",66,,,4,8,2,10,5,37
"Profes., científicos e intelectuales (026)",5120,,,,84,105,1124,133,3674
"Técnicos de nivel medio ytrab.asimilados (027)",1105,4,,22,112,117,329,267,254
"Jefes y empleados de oficina (028)",1613,,1,11,278,129,338,299,557
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",7562,540,5,1870,3082,439,502,529,595
"Agricult.trabaj. calif.agrop. y pesquros (030)",1641,796,4,640,169,12,5,7,8
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",923,150,1,195,328,56,83,54,56
"Obreros. construc., conf., papel, fab., instr (032)",228,3,,58,86,10,15,31,25
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",9976,2077,25,3817,3072,291,217,282,195
"Otra (034)",39,,,,7,5,15,3,9
"Ocupación no especificada (035)",765,163,,253,180,32,34,31,72
,,,,,,,,,
"URBANA (036)",58112,2171,37,10704,20075,3097,5076,4781,12171
