"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia SULLANA (000)",152297,66803,4385,1213,72417,3299,59,326,401,3394
"Hombres (001)",51560,32783,2982,587,11008,1578,46,205,378,1993
"Mujeres (002)",100737,34020,1403,626,61409,1721,13,121,23,1401
"De 06 a 14 años (003)",50595,47012,,,2181,891,,40,,471
"Hombres (004)",25252,23638,,,891,475,,16,,232
"Mujeres (005)",25343,23374,,,1290,416,,24,,239
"De 15 a 29 años (006)",46055,19224,37,362,24491,,24,86,399,1432
"Hombres (007)",14445,8957,15,154,4021,,18,56,376,848
"Mujeres (008)",31610,10267,22,208,20470,,6,30,23,584
"De 30 a 44 años (009)",22888,405,89,268,21400,,16,49,2,659
"Hombres (010)",2877,128,43,98,2166,,13,37,2,390
"Mujeres (011)",20011,277,46,170,19234,,3,12,,269
"De 45 a 64 años (012)",18860,150,1017,300,16705,55,13,67,,553
"Hombres (013)",3500,53,563,157,2260,38,11,48,,370
"Mujeres (014)",15360,97,454,143,14445,17,2,19,,183
"De 65 y más años (015)",13899,12,3242,283,7640,2353,6,84,,279
"Hombres (016)",5486,7,2361,178,1670,1065,4,48,,153
"Mujeres (017)",8413,5,881,105,5970,1288,2,36,,126
,,,,,,,,,,
"AREA URBANA (018)",136156,60735,4167,1017,63734,2986,56,290,346,2825
"Hombres (019)",46298,29682,2821,471,9680,1404,43,180,325,1692
"Mujeres (020)",89858,31053,1346,546,54054,1582,13,110,21,1133
"De 06 a 14 años (021)",45159,42230,,,1766,784,,36,,343
"Hombres (022)",22520,21173,,,743,415,,13,,176
"Mujeres (023)",22639,21057,,,1023,369,,23,,167
"De 15 a 29 años (024)",41368,17976,32,302,21386,,23,77,345,1227
"Hombres (025)",13159,8333,14,118,3557,,17,49,324,747
"Mujeres (026)",28209,9643,18,184,17829,,6,28,21,480
"De 30 a 44 años (027)",20239,383,86,226,18921,,16,48,1,558
"Hombres (028)",2544,121,41,74,1924,,13,36,1,334
"Mujeres (029)",17695,262,45,152,16997,,3,12,,224
"De 45 a 64 años (030)",16843,136,992,257,14866,51,11,59,,471
"Hombres (031)",3136,49,550,130,2003,36,9,42,,317
"Mujeres (032)",13707,87,442,127,12863,15,2,17,,154
"De 65 y más años (033)",12547,10,3057,232,6795,2151,6,70,,226
"Hombres (034)",4939,6,2216,149,1453,953,4,40,,118
"Mujeres (035)",7608,4,841,83,5342,1198,2,30,,108
,,,,,,,,,,
"AREA RURAL (036)",16141,6068,218,196,8683,313,3,36,55,569
"Hombres (037)",5262,3101,161,116,1328,174,3,25,53,301
"Mujeres (038)",10879,2967,57,80,7355,139,,11,2,268
"De 06 a 14 años (039)",5436,4782,,,415,107,,4,,128
"Hombres (040)",2732,2465,,,148,60,,3,,56
"Mujeres (041)",2704,2317,,,267,47,,1,,72
"De 15 a 29 años (042)",4687,1248,5,60,3105,,1,9,54,205
"Hombres (043)",1286,624,1,36,464,,1,7,52,101
"Mujeres (044)",3401,624,4,24,2641,,,2,2,104
"De 30 a 44 años (045)",2649,22,3,42,2479,,,1,1,101
"Hombres (046)",333,7,2,24,242,,,1,1,56
"Mujeres (047)",2316,15,1,18,2237,,,,,45
"De 45 a 64 años (048)",2017,14,25,43,1839,4,2,8,,82
"Hombres (049)",364,4,13,27,257,2,2,6,,53
"Mujeres (050)",1653,10,12,16,1582,2,,2,,29
"De 65 y más años (051)",1352,2,185,51,845,202,,14,,53
"Hombres (052)",547,1,145,29,217,112,,8,,35
"Mujeres (053)",805,1,40,22,628,90,,6,,18
