"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia OCROS (000)",111,2,52,32,19,6
"Sin nivel (001)",3,,,1,2,
"Primaria (003)",40,2,12,11,13,2
"Secundaria (004)",48,,26,15,4,3
"Superior no univ. incompleta (005)",3,,2,1,,
"Superior no univ. completa (006)",6,,4,2,,
"Superior univ. incompleta (007)",2,,2,,,
"Superior univ. completa (008)",9,,6,2,,1
"Hombres (010)",93,2,41,27,17,6
"Sin nivel (011)",3,,,1,2,
"Primaria (013)",37,2,11,10,12,2
"Secundaria (014)",41,,23,12,3,3
"Superior no univ. incompleta (015)",1,,,1,,
"Superior no univ. completa (016)",2,,1,1,,
"Superior univ. incompleta (017)",1,,1,,,
"Superior univ. completa (018)",8,,5,2,,1
"Mujeres (020)",18,,11,5,2,
"Primaria (023)",3,,1,1,1,
"Secundaria (024)",7,,3,3,1,
"Superior no univ. incompleta (025)",2,,2,,,
"Superior no univ. completa (026)",4,,3,1,,
"Superior univ. incompleta (027)",1,,1,,,
"Superior univ. completa (028)",1,,1,,,
,,,,,,
"Area Urbana (030)",61,1,36,16,7,1
"Sin nivel (031)",1,,,1,,
"Primaria (033)",17,1,8,4,4,
"Secundaria (034)",29,,19,7,3,
"Superior no univ. incompleta (035)",2,,1,1,,
"Superior no univ. completa (036)",3,,2,1,,
"Superior univ. incompleta (037)",1,,1,,,
"Superior univ. completa (038)",8,,5,2,,1
"Hombres (040)",50,1,29,13,6,1
"Sin nivel (041)",1,,,1,,
"Primaria (043)",15,1,7,4,3,
"Secundaria (044)",25,,17,5,3,
"Superior no univ. incompleta (045)",1,,,1,,
"Superior univ. incompleta (047)",1,,1,,,
"Superior univ. completa (048)",7,,4,2,,1
"Mujeres (050)",11,,7,3,1,
"Primaria (053)",2,,1,,1,
"Secundaria (054)",4,,2,2,,
"Superior no univ. incompleta (055)",1,,1,,,
"Superior no univ. completa (056)",3,,2,1,,
"Superior univ. completa (058)",1,,1,,,
,,,,,,
"Area Rural (060)",50,1,16,16,12,5
"Sin nivel (061)",2,,,,2,
"Primaria (063)",23,1,4,7,9,2
"Secundaria (064)",19,,7,8,1,3
"Superior no univ. incompleta (065)",1,,1,,,
"Superior no univ. completa (066)",3,,2,1,,
"Superior univ. incompleta (067)",1,,1,,,
"Superior univ. completa (068)",1,,1,,,
"Hombres (070)",43,1,12,14,11,5
"Sin nivel (071)",2,,,,2,
"Primaria (073)",22,1,4,6,9,2
"Secundaria (074)",16,,6,7,,3
"Superior no univ. completa (076)",2,,1,1,,
"Superior univ. completa (078)",1,,1,,,
"Mujeres (080)",7,,4,2,1,
"Primaria (083)",1,,,1,,
"Secundaria (084)",3,,1,1,1,
"Superior no univ. incompleta (085)",1,,1,,,
"Superior no univ. completa (086)",1,,1,,,
"Superior univ. incompleta (087)",1,,1,,,
