"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SANCHEZ CARRION (000)",46943,137770,121834,,3516,88.4,2.6
"De 12 a 14 años (001)",5828,35,35,,6,100,17.1
"De 15 a 19 años (002)",7023,1196,1155,422,96.6,35.3,
"De 20 a 24 años (003)",5699,5772,5581,883,96.7,15.3,
"De 25 a 29 años (004)",4624,9456,9076,735,96,7.8,
"De 30 a 34 años (005)",4252,13406,12783,661,95.4,4.9,
"De 35 a 39 años (006)",4054,16909,15859,504,93.8,3,
"De 40 a 44 años (007)",3300,16531,15227,257,92.1,1.6,
"De 45 a 49 años (008)",2637,14931,13416,48,89.9,0.3,
"De 50 y más años (009)",9526,59534,48702,,81.8,,
"PEA (010)",7723,19169,17263,430,90.1,2.2,
"De 12 a 14 años (011)",311,3,3,1,100,33.3,
"De 15 a 19 años (012)",1121,132,126,41,95.5,31.1,
"De 20 a 24 años (013)",1071,643,611,91,95,14.2,
"De 25 a 29 años (014)",951,1287,1234,84,95.9,6.5,
"De 30 a 34 años (015)",846,2009,1902,102,94.7,5.1,
"De 35 a 39 años (016)",888,2774,2634,69,95,2.5,
"De 40 a 44 años (017)",732,2844,2610,40,91.8,1.4,
"De 45 a 49 años (018)",533,2372,2210,2,93.2,0.1,
"De 50 y más años (019)",1270,7105,5933,,83.5,,
"Ocupada (020)",7369,18825,16933,416,89.9,2.2,
"De 12 a 14 años (021)",289,3,3,1,100,33.3,
"De 15 a 19 años (022)",1006,127,121,38,95.3,29.9,
"De 20 a 24 años (023)",986,616,584,87,94.8,14.1,
"De 25 a 29 años (024)",904,1248,1196,81,95.8,6.5,
"De 30 a 34 años (025)",816,1957,1850,101,94.5,5.2,
"De 35 a 39 años (026)",861,2701,2562,67,94.9,2.5,
"De 40 a 44 años (027)",721,2805,2571,39,91.7,1.4,
"De 45 a 49 años (028)",526,2333,2172,2,93.1,0.1,
"De 50 y más años (029)",1260,7035,5874,,83.5,,
"Desocupada (030)",354,344,330,14,95.9,4.1,
"De 12 a 14 años (031)",22,,,,,,
"De 15 a 19 años (032)",115,5,5,3,100,60,
"De 20 a 24 años (033)",85,27,27,4,100,14.8,
"De 25 a 29 años (034)",47,39,38,3,97.4,7.7,
"De 30 a 34 años (035)",30,52,52,1,100,1.9,
