"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia FERREÑAFE (000)",35295,99324,87695,,1855,88.3,1.9
"De 12 a 14 años (001)",3543,14,14,,4,100,28.6
"De 15 a 19 años (002)",4638,754,737,223,97.7,29.6,
"De 20 a 24 años (003)",3968,3563,3426,435,96.2,12.2,
"De 25 a 29 años (004)",3565,6331,5993,450,94.7,7.1,
"De 30 a 34 años (005)",3355,8548,7972,340,93.3,4,
"De 35 a 39 años (006)",3264,10837,9992,272,92.2,2.5,
"De 40 a 44 años (007)",2826,11333,10398,111,91.7,1,
"De 45 a 49 años (008)",2388,10898,9761,20,89.6,0.2,
"De 50 y más años (009)",7748,47046,39402,,83.8,,
"PEA (010)",7756,20036,17913,337,89.4,1.7,
"De 12 a 14 años (011)",147,1,1,,100,,
"De 15 a 19 años (012)",585,87,86,17,98.9,19.5,
"De 20 a 24 años (013)",931,614,580,69,94.5,11.2,
"De 25 a 29 años (014)",1028,1286,1215,70,94.5,5.4,
"De 30 a 34 años (015)",1038,2118,1987,72,93.8,3.4,
"De 35 a 39 años (016)",1057,2929,2700,69,92.2,2.4,
"De 40 a 44 años (017)",860,2953,2739,34,92.8,1.2,
"De 45 a 49 años (018)",704,2666,2407,6,90.3,0.2,
"De 50 y más años (019)",1406,7382,6198,,84,,
"Ocupada (020)",7246,19588,17483,323,89.3,1.6,
"De 12 a 14 años (021)",133,1,1,,100,,
"De 15 a 19 años (022)",478,78,77,14,98.7,17.9,
"De 20 a 24 años (023)",811,587,553,67,94.2,11.4,
"De 25 a 29 años (024)",928,1218,1148,67,94.3,5.5,
"De 30 a 34 años (025)",976,2034,1907,66,93.8,3.2,
"De 35 a 39 años (026)",1013,2842,2618,69,92.1,2.4,
"De 40 a 44 años (027)",832,2893,2682,34,92.7,1.2,
"De 45 a 49 años (028)",688,2621,2363,6,90.2,0.2,
"De 50 y más años (029)",1387,7314,6134,,83.9,,
"Desocupada (030)",510,448,430,14,96,3.1,
"De 12 a 14 años (031)",14,,,,,,
"De 15 a 19 años (032)",107,9,9,3,100,33.3,
"De 20 a 24 años (033)",120,27,27,2,100,7.4,
"De 25 a 29 años (034)",100,68,67,3,98.5,4.4,
"De 30 a 34 años (035)",62,84,80,6,95.2,7.1,
