"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LIMA (000)",3286770,1893131,347188,402689,643762
"Sin nivel (001)",35594,30246,2155,1518,1675
"Educación inicial (002)",2087,1431,263,198,195
"Primaria (003)",300321,245558,22710,16334,15719
"Secundaria (004)",1331681,897545,143220,130064,160852
"Superior no univ. incompleta (005)",328943,187158,39470,43847,58468
"Superior no univ. completa (006)",416158,198106,45356,61836,110860
"Superior univ. incompleta (007)",268907,130432,31800,40850,65825
"Superior univ. completa (008)",603079,202655,62214,108042,230168
"De 06 a 14 años (010)",19394,16634,1745,735,280
"Sin nivel (011)",209,178,21,10,
"Educación inicial (012)",189,161,22,6,
"Primaria (013)",9222,8030,812,323,57
"Secundaria (014)",9774,8265,890,396,223
"De 15 a 29 años (020)",1141672,626113,152316,162263,200980
"Sin nivel (021)",3798,2752,385,355,306
"Educación inicial (022)",1188,775,166,129,118
"Primaria (023)",54828,41579,5972,4063,3214
"Secundaria (024)",568762,359271,75036,65748,68707
"Superior no univ. incompleta (025)",154851,82195,22063,23930,26663
"Superior no univ. completa (026)",130550,57612,17994,23187,31757
"Superior univ. incompleta (027)",107306,46291,15242,19842,25931
"Superior univ. completa (028)",120389,35638,15458,25009,44284
"De 30 a 44 años (030)",1246213,687631,124604,158372,275606
"Sin nivel (031)",10698,8614,814,575,695
"Educación inicial (032)",710,495,75,63,77
"Primaria (033)",85457,67849,7118,5337,5153
"Secundaria (034)",459586,313901,44985,42872,57828
"Superior no univ. incompleta (035)",119260,69296,12796,14995,22173
"Superior no univ. completa (036)",190691,89727,19766,28146,53052
"Superior univ. incompleta (037)",97902,48154,10640,13947,25161
"Superior univ. completa (038)",281909,89595,28410,52437,111467
"De 45 a 64 años (040)",782778,488790,61898,75115,156975
"Sin nivel (041)",14877,13101,742,465,569
"Primaria (043)",117849,99135,7207,5481,6026
"Secundaria (044)",267352,195487,20452,19440,31973
"Superior no univ. incompleta (045)",51027,32819,4315,4652,9241
"Superior no univ. completa (046)",89352,47038,7153,9967,25194
"Superior univ. incompleta (047)",59431,33093,5495,6658,14185
"Superior univ. completa (048)",182890,68117,16534,28452,69787
"De 65 y más años (050)",96713,73963,6625,6204,9921
"Sin nivel (051)",6012,5601,193,113,105
