"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ANTA (000)",48362,19256,2378,943,25849
"Hombres (001)",24282,9386,1238,590,13108
"Mujeres (002)",24080,9870,1140,353,12741
"PEA (003)",17200,4093,1127,459,11550
"Hombres (004)",12604,3136,724,371,8398
"Mujeres (005)",4596,957,403,88,3152
"Ocupada (006)",16657,3995,1104,449,11137
"Hombres (007)",12217,3072,713,363,8094
"Mujeres (008)",4440,923,391,86,3043
"Desocupada (009)",543,98,23,10,413
"Hombres (010)",387,64,11,8,304
"Mujeres (011)",156,34,12,2,109
"No PEA (012)",31162,15163,1251,484,14299
"Hombres (013)",11678,6250,514,219,4710
"Mujeres (014)",19484,8913,737,265,9589
,,,,,
"URBANA (018)",17188,4337,1597,607,10677
"Hombres (019)",8472,2088,815,388,5198
"Mujeres (020)",8716,2249,782,219,5479
"PEA (021)",6602,674,745,296,4901
"Hombres (022)",4279,402,458,237,3194
"Mujeres (023)",2323,272,287,59,1707
"Ocupada (024)",6326,644,730,288,4678
"Hombres (025)",4090,382,448,231,3041
"Mujeres (026)",2236,262,282,57,1637
"Desocupada (027)",276,30,15,8,223
"Hombres (028)",189,20,10,6,153
"Mujeres (029)",87,10,5,2,70
"No PEA (030)",10586,3663,852,311,5776
"Hombres (031)",4193,1686,357,151,2004
"Mujeres (032)",6393,1977,495,160,3772
,,,,,
"RURAL (036)",31174,14919,781,336,15172
"Hombres (037)",15810,7298,423,202,7910
"Mujeres (038)",15364,7621,358,134,7262
"PEA (039)",10598,3419,382,163,6649
"Hombres (040)",8325,2734,266,134,5204
"Mujeres (041)",2273,685,116,29,1445
"Ocupada (042)",10331,3351,374,161,6459
"Hombres (043)",8127,2690,265,132,5053
"Mujeres (044)",2204,661,109,29,1406
"Desocupada (045)",267,68,8,2,190
"Hombres (046)",198,44,1,2,151
"Mujeres (047)",69,24,7,,39
"No PEA (048)",20576,11500,399,173,8523
"Hombres (049)",7485,4564,157,68,2706
"Mujeres (050)",13091,6936,242,105,5817
