"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MOHO (000)",24852,3815,494,11763,7565,347,339,219,310
"Hombres (001)",12143,906,227,5625,4499,248,240,162,236
"Mujeres (002)",12709,2909,267,6138,3066,99,99,57,74
"PEA (003)",11761,1837,21,5259,3828,176,268,110,262
"Hombres (004)",6614,542,8,2844,2600,139,189,90,202
"Mujeres (005)",5147,1295,13,2415,1228,37,79,20,60
"Ocupada (006)",11279,1804,21,5142,3556,157,247,105,247
"Hombres (007)",6234,522,8,2753,2376,127,172,86,190
"Mujeres (008)",5045,1282,13,2389,1180,30,75,19,57
"Desocupada (009)",482,33,,117,272,19,21,5,15
"Hombres (010)",380,20,,91,224,12,17,4,12
"Mujeres (011)",102,13,,26,48,7,4,1,3
"No PEA (012)",13091,1978,473,6504,3737,171,71,109,48
"Hombres (013)",5529,364,219,2781,1899,109,51,72,34
"Mujeres (014)",7562,1614,254,3723,1838,62,20,37,14
,,,,,,,,,
"URBANA (018)",7076,723,117,2753,2739,203,209,151,181
"Hombres (019)",3654,207,56,1308,1562,133,144,110,134
"Mujeres (020)",3422,516,61,1445,1177,70,65,41,47
"PEA (021)",3106,355,5,998,1257,101,161,78,151
"Hombres (022)",1836,131,2,543,800,75,110,63,112
"Mujeres (023)",1270,224,3,455,457,26,51,15,39
"Ocupada (024)",2899,338,5,956,1141,91,148,75,145
"Hombres (025)",1674,120,2,511,707,69,98,61,106
"Mujeres (026)",1225,218,3,445,434,22,50,14,39
"Desocupada (027)",207,17,,42,116,10,13,3,6
"Hombres (028)",162,11,,32,93,6,12,2,6
"Mujeres (029)",45,6,,10,23,4,1,1,
"No PEA (030)",3970,368,112,1755,1482,102,48,73,30
"Hombres (031)",1818,76,54,765,762,58,34,47,22
"Mujeres (032)",2152,292,58,990,720,44,14,26,8
,,,,,,,,,
"RURAL (036)",17776,3092,377,9010,4826,144,130,68,129
"Hombres (037)",8489,699,171,4317,2937,115,96,52,102
"Mujeres (038)",9287,2393,206,4693,1889,29,34,16,27
"PEA (039)",8655,1482,16,4261,2571,75,107,32,111
"Hombres (040)",4778,411,6,2301,1800,64,79,27,90
"Mujeres (041)",3877,1071,10,1960,771,11,28,5,21
"Ocupada (042)",8380,1466,16,4186,2415,66,99,30,102
"Hombres (043)",4560,402,6,2242,1669,58,74,25,84
"Mujeres (044)",3820,1064,10,1944,746,8,25,5,18
"Desocupada (045)",275,16,,75,156,9,8,2,9
"Hombres (046)",218,9,,59,131,6,5,2,6
"Mujeres (047)",57,7,,16,25,3,3,,3
"No PEA (048)",9121,1610,361,4749,2255,69,23,36,18
"Hombres (049)",3711,288,165,2016,1137,51,17,25,12
"Mujeres (050)",5410,1322,196,2733,1118,18,6,11,6
