"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia YAROWILCA (000)",7685,64,3375,2471,699,221,85,44,6,,720
"Conviviente (001)",2757,25,1238,894,250,65,19,8,,,258
"Separado(a) (002)",470,8,193,181,37,15,8,4,,,24
"Casado(a) (003)",3050,18,1411,995,282,99,43,16,4,,182
"Viudo(a) (004)",881,10,385,285,90,25,11,14,2,,59
"Divorciado(a) (005)",58,1,25,19,6,3,,1,,,3
"Soltero(a) (006)",469,2,123,97,34,14,4,1,,,194
,,,,,,,,,,,
"URBANA (008)",1898,21,699,620,187,64,35,14,2,,256
"Conviviente (009)",686,6,256,236,73,13,6,2,,,94
"Separado(a) (010)",128,5,46,57,8,3,3,1,,,5
"Casado(a) (011)",723,6,290,242,73,33,19,6,2,,52
"Viudo(a) (012)",180,3,72,45,22,8,5,4,,,21
"Divorciado(a) (013)",18,1,8,3,2,3,,,,,1
"Soltero(a) (014)",163,,27,37,9,4,2,1,,,83
,,,,,,,,,,,
"RURAL (016)",5787,43,2676,1851,512,157,50,30,4,,464
"Conviviente (017)",2071,19,982,658,177,52,13,6,,,164
"Separado(a) (018)",342,3,147,124,29,12,5,3,,,19
"Casado(a) (019)",2327,12,1121,753,209,66,24,10,2,,130
"Viudo(a) (020)",701,7,313,240,68,17,6,10,2,,38
"Divorciado(a) (021)",40,,17,16,4,,,1,,,2
"Soltero(a) (022)",306,2,96,60,25,10,2,,,,111
