"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia YAUYOS",,,,,,,
"Viviendas particulares (001)",7806,1322,57,113,5596,278,440
"Ocupantes presentes (002)",25093,4327,177,431,17827,932,1399
"Casa independiente",,,,,,,
"Viviendas particulares (004)",7234,1205,49,104,5381,201,294
"Ocupantes presentes (005)",23502,4016,158,396,17170,744,1018
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",6,4,,,,2,
"Ocupantes presentes (008)",13,9,,,,4,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",30,8,,1,20,,1
"Ocupantes presentes (011)",103,27,,1,73,,2
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",131,81,,2,41,3,4
"Ocupantes presentes (014)",407,211,,11,157,5,23
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",344,17,8,5,112,69,133
"Ocupantes presentes (017)",869,47,19,18,283,172,330
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",42,4,,1,32,,5
"Ocupantes presentes (020)",146,9,,5,121,,11
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,2,,,1,3,2
"Ocupantes presentes (023)",24,4,,,4,7,9
"Otro tipo",,,,,,,
"Viviendas particulares (025)",11,1,,,9,,1
"Ocupantes presentes (026)",29,4,,,19,,6
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4753,1058,16,52,3390,61,176
"Ocupantes presentes (029)",15451,3497,54,212,10926,172,590
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4528,959,16,48,3288,54,163
"Ocupantes presentes (032)",14734,3234,54,195,10553,159,539
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",6,4,,,,2,
"Ocupantes presentes (035)",13,9,,,,4,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",30,8,,1,20,,1
"Ocupantes presentes (038)",103,27,,1,73,,2
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",131,81,,2,41,3,4
"Ocupantes presentes (041)",407,211,,11,157,5,23
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",42,4,,1,32,,5
"Ocupantes presentes (047)",146,9,,5,121,,11
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",6,1,,,1,2,2
"Ocupantes presentes (050)",20,3,,,4,4,9
"Otro tipo",,,,,,,
"Viviendas particulares (052)",10,1,,,8,,1
"Ocupantes presentes (053)",28,4,,,18,,6
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",3053,264,41,61,2206,217,264
"Ocupantes presentes (056)",9642,830,123,219,6901,760,809
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2706,246,33,56,2093,147,131
"Ocupantes presentes (059)",8768,782,104,201,6617,585,479
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",344,17,8,5,112,69,133
"Ocupantes presentes (071)",869,47,19,18,283,172,330
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,1,,,,1,
"Ocupantes presentes (077)",4,1,,,,3,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,1,,
"Ocupantes presentes (080)",1,,,,1,,
