"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia ICA",,,,,,,,,
"Viviendas particulares (001)",74305,51042,8094,2886,1690,4824,669,4313,787
"Ocupantes presentes (002)",317159,227828,33751,11147,5979,18209,2001,15614,2630
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",64426,46191,6702,2268,1218,3999,408,3032,608
"Ocupantes presentes (005)",281423,209042,28686,8776,4521,15702,1237,11354,2105
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1490,1303,177,,,,,10,
"Ocupantes presentes (008)",4968,4447,495,,,,,26,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",1045,793,225,,,,,27,
"Ocupantes presentes (011)",3538,2765,683,,,,,90,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",809,275,127,26,320,13,,41,7
"Ocupantes presentes (014)",2576,1010,376,104,897,37,,130,22
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1095,,,63,46,704,96,166,20
"Ocupantes presentes (017)",3452,,,251,163,2078,306,576,78
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",4865,2386,851,516,96,90,4,778,144
"Ocupantes presentes (020)",19551,10294,3472,1974,355,334,13,2698,411
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",134,94,12,3,2,10,,7,6
"Ocupantes presentes (023)",374,270,39,12,4,30,,12,7
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",441,,,10,8,8,161,252,2
"Ocupantes presentes (026)",1277,,,30,39,28,445,728,7
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",67219,49469,7044,2602,1502,1727,217,3961,697
"Ocupantes presentes (029)",290530,221415,29303,10059,5239,7057,660,14455,2342
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",58458,44620,5652,2049,1078,1620,53,2848,538
"Ocupantes presentes (032)",258311,202637,24238,7950,3951,6664,203,10773,1895
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1490,1303,177,,,,,10,
"Ocupantes presentes (035)",4968,4447,495,,,,,26,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",1045,793,225,,,,,27,
"Ocupantes presentes (038)",3538,2765,683,,,,,90,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",809,275,127,26,320,13,,41,7
"Ocupantes presentes (041)",2576,1010,376,104,897,37,,130,22
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",4865,2386,851,516,96,90,4,778,144
"Ocupantes presentes (047)",19551,10294,3472,1974,355,334,13,2698,411
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",122,92,12,3,1,1,,7,6
"Ocupantes presentes (050)",336,262,39,12,1,3,,12,7
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",430,,,8,7,3,160,250,2
"Ocupantes presentes (053)",1250,,,19,35,19,444,726,7
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",7086,1573,1050,284,188,3097,452,352,90
"Ocupantes presentes (056)",26629,6413,4448,1088,740,11152,1341,1159,288
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5968,1571,1050,219,140,2379,355,184,70
"Ocupantes presentes (059)",23112,6405,4448,826,570,9038,1034,581,210
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1095,,,63,46,704,96,166,20
"Ocupantes presentes (071)",3452,,,251,163,2078,306,576,78
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",12,2,,,1,9,,,
"Ocupantes presentes (077)",38,8,,,3,27,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",11,,,2,1,5,1,2,
"Ocupantes presentes (080)",27,,,11,4,9,1,2,
