"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia HUARI",,,,,,,,,
"Viviendas particulares (001)",14421,8408,2519,421,3,684,1684,637,65
"Ocupantes presentes (002)",59801,35868,10844,1818,8,2701,6322,2044,196
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",13871,8364,2511,406,3,579,1379,568,61
"Ocupantes presentes (005)",57875,35670,10820,1746,8,2347,5250,1848,186
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",10,10,,,,,,,
"Ocupantes presentes (008)",46,46,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",10,10,,,,,,,
"Ocupantes presentes (011)",30,30,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",19,13,6,,,,,,
"Ocupantes presentes (014)",99,79,20,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",491,,,15,,105,305,62,4
"Ocupantes presentes (017)",1691,,,72,,354,1072,183,10
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,2,,,,,,1,
"Ocupantes presentes (020)",4,3,,,,,,1,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",12,9,2,,,,,1,
"Ocupantes presentes (023)",45,40,4,,,,,1,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",5,,,,,,,5,
"Ocupantes presentes (026)",11,,,,,,,11,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",5144,3616,1107,53,2,64,83,190,29
"Ocupantes presentes (029)",21810,15446,4859,214,7,246,356,594,88
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5087,3573,1100,53,2,64,83,183,29
"Ocupantes presentes (032)",21579,15250,4837,214,7,246,356,581,88
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",10,10,,,,,,,
"Ocupantes presentes (035)",46,46,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",10,10,,,,,,,
"Ocupantes presentes (038)",30,30,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",19,13,6,,,,,,
"Ocupantes presentes (041)",99,79,20,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,2,,,,,,1,
"Ocupantes presentes (047)",4,3,,,,,,1,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",10,8,1,,,,,1,
"Ocupantes presentes (050)",41,38,2,,,,,1,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",5,,,,,,,5,
"Ocupantes presentes (053)",11,,,,,,,11,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9277,4792,1412,368,1,620,1601,447,36
"Ocupantes presentes (056)",37991,20422,5985,1604,1,2455,5966,1450,108
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8784,4791,1411,353,1,515,1296,385,32
"Ocupantes presentes (059)",36296,20420,5983,1532,1,2101,4894,1267,98
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",491,,,15,,105,305,62,4
"Ocupantes presentes (071)",1691,,,72,,354,1072,183,10
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,1,1,,,,,,
"Ocupantes presentes (077)",4,2,2,,,,,,
"Otro tipo",,,,,,,,,
