"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SANCHEZ CARRION (000)",1735,102,985,422,185,41
"Sin nivel (001)",248,30,85,78,43,12
"Educación inicial (002)",7,2,5,,,
"Primaria (003)",874,59,459,225,105,26
"Secundaria (004)",373,11,294,50,17,1
"Superior no univ. incompleta (005)",36,,22,10,4,
"Superior no univ. completa (006)",109,,72,32,5,
"Superior univ. incompleta (007)",44,,28,10,4,2
"Superior univ. completa (008)",44,,20,17,7,
"Hombres (010)",1364,63,738,354,173,36
"Sin nivel (011)",170,14,55,56,36,9
"Educación inicial (012)",5,1,4,,,
"Primaria (013)",721,39,353,203,101,25
"Secundaria (014)",313,9,246,42,16,
"Superior no univ. incompleta (015)",27,,14,9,4,
"Superior no univ. completa (016)",68,,42,21,5,
"Superior univ. incompleta (017)",33,,17,10,4,2
"Superior univ. completa (018)",27,,7,13,7,
"Mujeres (020)",371,39,247,68,12,5
"Sin nivel (021)",78,16,30,22,7,3
"Educación inicial (022)",2,1,1,,,
"Primaria (023)",153,20,106,22,4,1
"Secundaria (024)",60,2,48,8,1,1
"Superior no univ. incompleta (025)",9,,8,1,,
"Superior no univ. completa (026)",41,,30,11,,
"Superior univ. incompleta (027)",11,,11,,,
"Superior univ. completa (028)",17,,13,4,,
,,,,,,
"Area Urbana (030)",760,16,436,200,91,17
"Sin nivel (031)",64,2,17,26,16,3
"Educación inicial (032)",5,2,3,,,
"Primaria (033)",229,5,95,75,43,11
"Secundaria (034)",251,7,197,33,13,1
"Superior no univ. incompleta (035)",32,,19,9,4,
"Superior no univ. completa (036)",98,,63,31,4,
"Superior univ. incompleta (037)",42,,26,10,4,2
"Superior univ. completa (038)",39,,16,16,7,
"Hombres (040)",574,11,317,148,84,14
"Sin nivel (041)",40,1,11,13,13,2
"Educación inicial (042)",4,1,3,,,
"Primaria (043)",180,2,69,59,40,10
"Secundaria (044)",211,7,166,26,12,
"Superior no univ. incompleta (045)",23,,11,8,4,
"Superior no univ. completa (046)",62,,38,20,4,
"Superior univ. incompleta (047)",31,,15,10,4,2
"Superior univ. completa (048)",23,,4,12,7,
"Mujeres (050)",186,5,119,52,7,3
"Sin nivel (051)",24,1,6,13,3,1
"Educación inicial (052)",1,1,,,,
"Primaria (053)",49,3,26,16,3,1
"Secundaria (054)",40,,31,7,1,1
"Superior no univ. incompleta (055)",9,,8,1,,
"Superior no univ. completa (056)",36,,25,11,,
"Superior univ. incompleta (057)",11,,11,,,
"Superior univ. completa (058)",16,,12,4,,
,,,,,,
"Area Rural (060)",975,86,549,222,94,24
"Sin nivel (061)",184,28,68,52,27,9
"Educación inicial (062)",2,,2,,,
"Primaria (063)",645,54,364,150,62,15
"Secundaria (064)",122,4,97,17,4,
"Superior no univ. incompleta (065)",4,,3,1,,
"Superior no univ. completa (066)",11,,9,1,1,
"Superior univ. incompleta (067)",2,,2,,,
"Superior univ. completa (068)",5,,4,1,,
"Hombres (070)",790,52,421,206,89,22
"Sin nivel (071)",130,13,44,43,23,7
"Educación inicial (072)",1,,1,,,
"Primaria (073)",541,37,284,144,61,15
"Secundaria (074)",102,2,80,16,4,
"Superior no univ. incompleta (075)",4,,3,1,,
"Superior no univ. completa (076)",6,,4,1,1,
"Superior univ. incompleta (077)",2,,2,,,
"Superior univ. completa (078)",4,,3,1,,
"Mujeres (080)",185,34,128,16,5,2
"Sin nivel (081)",54,15,24,9,4,2
"Educación inicial (082)",1,,1,,,
"Primaria (083)",104,17,80,6,1,
"Secundaria (084)",20,2,17,1,,
"Superior no univ. completa (086)",5,,5,,,
"Superior univ. completa (088)",1,,1,,,
