"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUARAZ (000)",139377,5524,14549,15635,14033,26796,21569,30645,10626
"Sin nivel (001)",18448,5524,1413,166,180,620,1286,4910,4349
"Educación inicial (002)",3798,,3588,103,19,52,36,,
"Primaria (003)",41830,,9548,9981,1567,3392,4366,9066,3910
"Secundaria (004)",36930,,,5385,9803,8651,5561,6466,1064
"Superior no univ. incompleto (005)",6559,,,,1051,3135,1184,1061,128
"Superior no univ. completo (006)",11013,,,,,3350,3714,3446,503
"Superior univ. incompleto (007)",8526,,,,1413,4572,1276,1145,120
"Superior univ. completo (008)",12273,,,,,3024,4146,4551,552
"Hombres (010)",68053,2753,7355,8007,6963,13013,10425,14711,4826
"Sin nivel (011)",5925,2753,720,76,51,155,287,911,972
"Educación inicial (012)",1940,,1837,68,6,17,12,,
"Primaria (013)",20014,,4798,5098,636,1191,1641,4294,2356
"Secundaria (014)",20157,,,2765,5123,4694,3150,3766,659
"Superior no univ. incompleto (015)",3393,,,,509,1561,641,597,85
"Superior no univ. completo (016)",5145,,,,,1542,1686,1641,276
"Superior univ. incompleto (017)",4754,,,,638,2497,797,726,96
"Superior univ. completo (018)",6725,,,,,1356,2211,2776,382
"Mujeres (020)",71324,2771,7194,7628,7070,13783,11144,15934,5800
"Sin nivel (021)",12523,2771,693,90,129,465,999,3999,3377
"Educación inicial (022)",1858,,1751,35,13,35,24,,
"Primaria (023)",21816,,4750,4883,931,2201,2725,4772,1554
"Secundaria (024)",16773,,,2620,4680,3957,2411,2700,405
"Superior no univ. incompleto (025)",3166,,,,542,1574,543,464,43
"Superior no univ. completo (026)",5868,,,,,1808,2028,1805,227
"Superior univ. incompleto (027)",3772,,,,775,2075,479,419,24
"Superior univ. completo (028)",5548,,,,,1668,1935,1775,170
,,,,,,,,,
"URBANA (030)",103509,3898,10145,10792,10495,21129,16937,23189,6924
"Sin nivel (031)",9734,3898,781,83,67,202,486,2135,2082
"Educación inicial (032)",2882,,2703,93,17,37,32,,
"Primaria (033)",25539,,6661,6448,671,1382,2151,5591,2635
