"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MORROPON (000)",59420,185762,161417,,2671,86.9,1.4
"De 12 a 14 años (001)",6030,57,56,,2,98.2,3.5
"De 15 a 19 años (002)",7883,987,967,287,98,29.1,
"De 20 a 24 años (003)",5704,4646,4516,652,97.2,14,
"De 25 a 29 años (004)",5206,8565,8285,629,96.7,7.3,
"De 30 a 34 años (005)",5280,13073,12457,570,95.3,4.4,
"De 35 a 39 años (006)",5193,16756,15764,362,94.1,2.2,
"De 40 a 44 años (007)",4800,19452,17894,138,92,0.7,
"De 45 a 49 años (008)",4165,20346,18217,31,89.5,0.2,
"De 50 y más años (009)",15159,101880,83261,,81.7,,
"PEA (010)",11073,30820,27600,333,89.6,1.1,
"De 12 a 14 años (011)",150,15,14,,93.3,,
"De 15 a 19 años (012)",932,123,121,19,98.4,15.4,
"De 20 a 24 años (013)",1309,691,671,74,97.1,10.7,
"De 25 a 29 años (014)",1217,1422,1384,78,97.3,5.5,
"De 30 a 34 años (015)",1256,2405,2306,71,95.9,3,
"De 35 a 39 años (016)",1408,3818,3614,64,94.7,1.7,
"De 40 a 44 años (017)",1293,4267,3995,19,93.6,0.4,
"De 45 a 49 años (018)",1138,4605,4179,8,90.7,0.2,
"De 50 y más años (019)",2370,13474,11316,,84,,
"Ocupada (020)",10500,30120,26950,323,89.5,1.1,
"De 12 a 14 años (021)",133,15,14,,93.3,,
"De 15 a 19 años (022)",778,111,110,16,99.1,14.4,
"De 20 a 24 años (023)",1159,653,634,70,97.1,10.7,
"De 25 a 29 años (024)",1144,1361,1324,78,97.3,5.7,
"De 30 a 34 años (025)",1213,2329,2232,69,95.8,3,
"De 35 a 39 años (026)",1366,3728,3529,63,94.7,1.7,
"De 40 a 44 años (027)",1270,4197,3932,19,93.7,0.5,
"De 45 a 49 años (028)",1111,4497,4078,8,90.7,0.2,
"De 50 y más años (029)",2326,13229,11097,,83.9,,
"Desocupada (030)",573,700,650,10,92.9,1.4,
"De 12 a 14 años (031)",17,,,,,,
"De 15 a 19 años (032)",154,12,11,3,91.7,25,
"De 20 a 24 años (033)",150,38,37,4,97.4,10.5,
"De 25 a 29 años (034)",73,61,60,,98.4,,
"De 30 a 34 años (035)",43,76,74,2,97.4,2.6,
