"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SAN MARCOS (000)",44564,10743,12912,9525,7453,3931
"Hombres (001)",22318,5530,6499,4750,3663,1876
"Mujeres (002)",22246,5213,6413,4775,3790,2055
"PEA (003)",15297,607,5072,4881,3467,1270
"Hombres (004)",12029,407,3862,3820,2843,1097
"Mujeres (005)",3268,200,1210,1061,624,173
"Ocupada (006)",14442,563,4626,4672,3355,1226
"Hombres (007)",11370,387,3544,3641,2742,1056
"Mujeres (008)",3072,176,1082,1031,613,170
"Desocupada (009)",855,44,446,209,112,44
"Hombres (010)",659,20,318,179,101,41
"Mujeres (011)",196,24,128,30,11,3
"No PEA (012)",29267,10136,7840,4644,3986,2661
"Hombres (013)",10289,5123,2637,930,820,779
"Mujeres (014)",18978,5013,5203,3714,3166,1882
,,,,,,
"URBANA (018)",10411,1967,3045,2606,1847,946
"Hombres (019)",5261,1061,1523,1324,903,450
"Mujeres (020)",5150,906,1522,1282,944,496
"PEA (021)",4526,85,1322,1769,1043,307
"Hombres (022)",3034,54,868,1165,715,232
"Mujeres (023)",1492,31,454,604,328,75
"Ocupada (024)",4343,76,1240,1711,1014,302
"Hombres (025)",2902,49,811,1121,693,228
"Mujeres (026)",1441,27,429,590,321,74
"Desocupada (027)",183,9,82,58,29,5
"Hombres (028)",132,5,57,44,22,4
"Mujeres (029)",51,4,25,14,7,1
"No PEA (030)",5885,1882,1723,837,804,639
"Hombres (031)",2227,1007,655,159,188,218
"Mujeres (032)",3658,875,1068,678,616,421
,,,,,,
"RURAL (036)",34153,8776,9867,6919,5606,2985
"Hombres (037)",17057,4469,4976,3426,2760,1426
"Mujeres (038)",17096,4307,4891,3493,2846,1559
"PEA (039)",10771,522,3750,3112,2424,963
"Hombres (040)",8995,353,2994,2655,2128,865
"Mujeres (041)",1776,169,756,457,296,98
"Ocupada (042)",10099,487,3386,2961,2341,924
"Hombres (043)",8468,338,2733,2520,2049,828
"Mujeres (044)",1631,149,653,441,292,96
"Desocupada (045)",672,35,364,151,83,39
"Hombres (046)",527,15,261,135,79,37
"Mujeres (047)",145,20,103,16,4,2
"No PEA (048)",23382,8254,6117,3807,3182,2022
"Hombres (049)",8062,4116,1982,771,632,561
"Mujeres (050)",15320,4138,4135,3036,2550,1461
