"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia BAGUA (000)",17106,49,193,659,1597,3319,7306,3983
"De 12 a 14 años (001)",48,,,,,,6,42
"De 15 a 19 años (002)",811,,,,,,506,305
"De 20 a 24 años (003)",2272,,,,,10,1437,825
"De 25 a 29 años (004)",2515,,,,,127,1767,621
"De 30 a 34 años (005)",2196,,,,1,363,1397,435
"De 35 a 39 años (006)",2256,,,,33,654,1190,379
"De 40 a 44 años (007)",1786,,,1,110,723,676,276
"De 45 a 49 años (008)",1451,,,6,239,703,277,226
"De 50 y más años (009)",3771,49,193,652,1214,739,50,874
"PEA (010)",5377,1,14,113,428,1149,2249,1423
"De 12 a 14 años (011)",6,,,,,,2,4
"De 15 a 19 años (012)",202,,,,,,106,96
"De 20 a 24 años (013)",641,,,,,2,360,279
"De 25 a 29 años (014)",787,,,,,35,517,235
"De 30 a 34 años (015)",798,,,,,117,475,206
"De 35 a 39 años (016)",856,,,,15,234,447,160
"De 40 a 44 años (017)",695,,,,42,277,254,122
"De 45 a 49 años (018)",527,,,2,91,263,75,96
"De 50 y más años (019)",865,1,14,111,280,221,13,225
"Ocupada (020)",5257,1,14,112,421,1131,2204,1374
"De 12 a 14 años (021)",6,,,,,,2,4
"De 15 a 19 años (022)",197,,,,,,103,94
"De 20 a 24 años (023)",614,,,,,2,354,258
"De 25 a 29 años (024)",759,,,,,33,505,221
"De 30 a 34 años (025)",779,,,,,116,462,201
"De 35 a 39 años (026)",840,,,,15,227,441,157
"De 40 a 44 años (027)",689,,,,42,274,251,122
"De 45 a 49 años (028)",518,,,2,89,259,73,95
"De 50 y más años (029)",855,1,14,110,275,220,13,222
"Desocupada (030)",120,,,1,7,18,45,49
"De 15 a 19 años (032)",5,,,,,,3,2
"De 20 a 24 años (033)",27,,,,,,6,21
"De 25 a 29 años (034)",28,,,,,2,12,14
"De 30 a 34 años (035)",19,,,,,1,13,5
"De 35 a 39 años (036)",16,,,,,7,6,3
"De 40 a 44 años (037)",6,,,,,3,3,
"De 45 a 49 años (038)",9,,,,2,4,2,1
"De 50 y más años (039)",10,,,1,5,1,,3
"No PEA (040)",11729,48,179,546,1169,2170,5057,2560
"De 12 a 14 años (041)",42,,,,,,4,38
"De 15 a 19 años (042)",609,,,,,,400,209
"De 20 a 24 años (043)",1631,,,,,8,1077,546
"De 25 a 29 años (044)",1728,,,,,92,1250,386
"De 30 a 34 años (045)",1398,,,,1,246,922,229
"De 35 a 39 años (046)",1400,,,,18,420,743,219
"De 40 a 44 años (047)",1091,,,1,68,446,422,154
