"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONDORCANQUI (000)",38316,16506,1804,460,19571
"Sin Nivel (001)",9613,5207,168,55,4187
"Educación Inicial (002)",955,736,57,5,158
"Primaria (003)",19567,9013,583,116,9864
"Secundaria (004)",6834,1492,353,196,4798
"Sup. no Univ. Incompleta (005)",416,26,132,7,252
"Sup. no Univ. Completa (006)",496,20,277,33,169
"Sup. Univ. Incompleta (007)",131,7,48,13,63
"Sup. Univ. Completa (008)",304,5,186,35,80
"Hombres (010)",19281,7954,945,411,9988
"Sin Nivel (011)",3750,2438,67,44,1202
"Educación Inicial (012)",489,390,28,4,68
"Primaria (013)",9372,4265,231,100,4781
"Secundaria (014)",4718,822,189,186,3526
"Sup. no Univ. Incompleta (015)",288,16,92,5,176
"Sup. no Univ. Completa (016)",342,13,180,30,122
"Sup. Univ. Incompleta (017)",105,5,36,12,52
"Sup. Univ. Completa (018)",217,5,122,30,61
"Mujeres (020)",19035,8552,859,49,9583
"Sin Nivel (021)",5863,2769,101,11,2985
"Educación Inicial (022)",466,346,29,1,90
"Primaria (023)",10195,4748,352,16,5083
"Secundaria (024)",2116,670,164,10,1272
"Sup. no Univ. Incompleta (025)",128,10,40,2,76
"Sup. no Univ. Completa (026)",154,7,97,3,47
"Sup. Univ. Incompleta (027)",26,2,12,1,11
"Sup. Univ. Completa (028)",87,,64,5,19
,,,,,
"URBANA (030)",5888,2123,892,214,2664
"Sin Nivel (031)",747,395,68,13,271
"Educación Inicial (032)",251,175,39,4,33
"Primaria (033)",2358,1022,263,61,1013
"Secundaria (034)",1889,506,226,86,1072
"Sup. no Univ. Incompleta (035)",169,11,50,5,103
"Sup. no Univ. Completa (036)",238,8,110,21,100
"Sup. Univ. Incompleta (037)",47,2,20,4,21
"Sup. Univ. Completa (038)",189,4,116,20,51
"Hombres (040)",3006,1021,456,186,1347
"Sin Nivel (041)",286,175,20,10,81
"Educación Inicial (042)",131,92,20,3,16
"Primaria (043)",1015,456,111,51,398
"Secundaria (044)",1138,282,119,80,658
"Sup. no Univ. Incompleta (045)",113,6,32,4,71
"Sup. no Univ. Completa (046)",157,5,65,18,70
"Sup. Univ. Incompleta (047)",34,1,13,4,16
"Sup. Univ. Completa (048)",132,4,76,16,37
"Mujeres (050)",2882,1102,436,28,1317
"Sin Nivel (051)",461,220,48,3,190
"Educación Inicial (052)",120,83,19,1,17
"Primaria (053)",1343,566,152,10,615
"Secundaria (054)",751,224,107,6,414
"Sup. no Univ. Incompleta (055)",56,5,18,1,32
"Sup. no Univ. Completa (056)",81,3,45,3,30
"Sup. Univ. Incompleta (057)",13,1,7,,5
"Sup. Univ. Completa (058)",57,,40,4,14
,,,,,
"RURAL (060)",32428,14383,912,246,16907
"Sin Nivel (061)",8866,4812,100,42,3916
"Educación Inicial (062)",704,561,18,1,125
"Primaria (063)",17209,7991,320,55,8851
"Secundaria (064)",4945,986,127,110,3726
"Sup. no Univ. Incompleta (065)",247,15,82,2,149
"Sup. no Univ. Completa (066)",258,12,167,12,69
"Sup. Univ. Incompleta (067)",84,5,28,9,42
"Sup. Univ. Completa (068)",115,1,70,15,29
"Hombres (070)",16275,6933,489,225,8641
"Sin Nivel (071)",3464,2263,47,34,1121
"Educación Inicial (072)",358,298,8,1,52
"Primaria (073)",8357,3809,120,49,4383
"Secundaria (074)",3580,540,70,106,2868
"Sup. no Univ. Incompleta (075)",175,10,60,1,105
"Sup. no Univ. Completa (076)",185,8,115,12,52
"Sup. Univ. Incompleta (077)",71,4,23,8,36
"Sup. Univ. Completa (078)",85,1,46,14,24
"Mujeres (080)",16153,7450,423,21,8266
"Sin Nivel (081)",5402,2549,53,8,2795
"Educación Inicial (082)",346,263,10,,73
"Primaria (083)",8852,4182,200,6,4468
"Secundaria (084)",1365,446,57,4,858
"Sup. no Univ. Incompleta (085)",72,5,22,1,44
"Sup. no Univ. Completa (086)",73,4,52,,17
"Sup. Univ. Incompleta (087)",13,1,5,1,6
"Sup. Univ. Completa (088)",30,,24,1,5
