"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia NAZCA (000)",23355,14654,2924,2570,3207
"Hombres (001)",15689,9336,2086,1769,2498
"Mujeres (002)",7666,5318,838,801,709
"De 06 a 14 años (003)",362,300,45,14,3
"Hombres (004)",249,201,34,11,3
"Mujeres (005)",113,99,11,3,
"De 15 a 29 años (006)",6994,4438,1046,781,729
"Hombres (007)",4724,2891,732,554,547
"Mujeres (008)",2270,1547,314,227,182
"De 30 a 44 años (009)",8772,5247,1097,1063,1365
"Hombres (010)",5701,3197,770,700,1034
"Mujeres (011)",3071,2050,327,363,331
"De 45 a 64 años (012)",6189,3861,653,661,1014
"Hombres (013)",4235,2462,488,459,826
"Mujeres (014)",1954,1399,165,202,188
"De 65 y más años (015)",1038,808,83,51,96
"Hombres (016)",780,585,62,45,88
"Mujeres (017)",258,223,21,6,8
,,,,,
"URBANA (018)",20586,12675,2426,2337,3148
"Hombres (019)",13615,7809,1738,1613,2455
"Mujeres (020)",6971,4866,688,724,693
"De 06 a 14 años (021)",326,271,41,11,3
"Hombres (022)",222,176,32,11,3
"Mujeres (023)",104,95,9,,
"De 15 a 29 años (024)",6184,3905,880,687,712
"Hombres (025)",4103,2467,612,486,538
"Mujeres (026)",2081,1438,268,201,174
"De 30 a 44 años (027)",7862,4623,919,979,1341
"Hombres (028)",5048,2740,644,648,1016
"Mujeres (029)",2814,1883,275,331,325
"De 45 a 64 años (030)",5392,3258,526,611,997
"Hombres (031)",3634,1997,401,425,811
"Mujeres (032)",1758,1261,125,186,186
"De 65 y más años (033)",822,618,60,49,95
"Hombres (034)",608,429,49,43,87
"Mujeres (035)",214,189,11,6,8
,,,,,
"RURAL (036)",2769,1979,498,233,59
"Hombres (037)",2074,1527,348,156,43
"Mujeres (038)",695,452,150,77,16
"De 06 a 14 años (039)",36,29,4,3,
"Hombres (040)",27,25,2,,
"Mujeres (041)",9,4,2,3,
"De 15 a 29 años (042)",810,533,166,94,17
"Hombres (043)",621,424,120,68,9
"Mujeres (044)",189,109,46,26,8
"De 30 a 44 años (045)",910,624,178,84,24
"Hombres (046)",653,457,126,52,18
"Mujeres (047)",257,167,52,32,6
"De 45 a 64 años (048)",797,603,127,50,17
"Hombres (049)",601,465,87,34,15
"Mujeres (050)",196,138,40,16,2
"De 65 y más años (051)",216,190,23,2,1
"Hombres (052)",172,156,13,2,1
"Mujeres (053)",44,34,10,,
