"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SANCHEZ CARRION (000)",35416,1116,13131,11160,7583,2426
"Empleado (001)",3478,25,1129,1637,646,41
"Obrero (002)",5267,93,2348,1674,944,208
"Trabajador independiente (003)",18822,188,5372,6383,5033,1846
"Empleador o patrono (004)",432,1,123,154,112,42
"Trabajador familiar no remunerado (005)",6796,762,3763,1198,793,280
"Trabajador del hogar (006)",621,47,396,114,55,9
"Hombres (008)",27964,744,10235,8762,6153,2070
"Empleado (009)",1891,11,575,892,389,24
"Obrero (010)",4889,81,2202,1547,869,190
"Trabajador independiente (011)",16252,150,4645,5474,4334,1649
"Empleador o patrono (012)",384,,99,135,109,41
"Trabajador familiar no remunerado (013)",4529,496,2704,713,451,165
"Trabajador del hogar (014)",19,6,10,1,1,1
"Mujeres (016)",7452,372,2896,2398,1430,356
"Empleado (017)",1587,14,554,745,257,17
"Obrero (018)",378,12,146,127,75,18
"Trabajador independiente (019)",2570,38,727,909,699,197
"Empleador o patrono (020)",48,1,24,19,3,1
"Trabajador familiar no remunerado (021)",2267,266,1059,485,342,115
"Trabajador del hogar (022)",602,41,386,113,54,8
,,,,,,
"URBANA (024)",10916,196,3682,4114,2453,471
"Empleado (025)",3000,20,936,1434,582,28
"Obrero (026)",2221,33,967,726,428,67
"Trabajador independiente (027)",4401,51,1172,1617,1245,316
"Empleador o patrono (028)",193,1,53,72,52,15
"Trabajador familiar no remunerado (029)",627,60,247,173,108,39
"Trabajador del hogar (030)",474,31,307,92,38,6
"Hombres (032)",7020,127,2367,2562,1629,335
"Empleado (033)",1627,10,470,779,348,20
"Obrero (034)",2035,30,902,654,391,58
"Trabajador independiente (035)",2934,39,828,1027,814,226
"Empleador o patrono (036)",152,,33,56,49,14
"Trabajador familiar no remunerado (037)",260,45,128,45,26,16
"Trabajador del hogar (038)",12,3,6,1,1,1
"Mujeres (040)",3896,69,1315,1552,824,136
"Empleado (041)",1373,10,466,655,234,8
"Obrero (042)",186,3,65,72,37,9
"Trabajador independiente (043)",1467,12,344,590,431,90
"Empleador o patrono (044)",41,1,20,16,3,1
"Trabajador familiar no remunerado (045)",367,15,119,128,82,23
"Trabajador del hogar (046)",462,28,301,91,37,5
,,,,,,
"RURAL (048)",24500,920,9449,7046,5130,1955
"Empleado (049)",478,5,193,203,64,13
"Obrero (050)",3046,60,1381,948,516,141
"Trabajador independiente (051)",14421,137,4200,4766,3788,1530
"Empleador o patrono (052)",239,,70,82,60,27
"Trabajador familiar no remunerado (053)",6169,702,3516,1025,685,241
"Trabajador del hogar (054)",147,16,89,22,17,3
"Hombres (056)",20944,617,7868,6200,4524,1735
"Empleado (057)",264,1,105,113,41,4
"Obrero (058)",2854,51,1300,893,478,132
"Trabajador independiente (059)",13318,111,3817,4447,3520,1423
"Empleador o patrono (060)",232,,66,79,60,27
"Trabajador familiar no remunerado (061)",4269,451,2576,668,425,149
"Trabajador del hogar (062)",7,3,4,,,
"Mujeres (064)",3556,303,1581,846,606,220
"Empleado (065)",214,4,88,90,23,9
"Obrero (066)",192,9,81,55,38,9
"Trabajador independiente (067)",1103,26,383,319,268,107
"Empleador o patrono (068)",7,,4,3,,
"Trabajador familiar no remunerado (069)",1900,251,940,357,260,92
"Trabajador del hogar (070)",140,13,85,22,17,3
