"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHUMBIVILCAS (000)",23119,1665,1791,12590,135,6828,110
"Sin nivel (001)",4627,13,198,2421,15,1965,15
"Educación inicial (002)",46,,4,14,,28,
"Primaria (003)",11069,79,748,6801,61,3336,44
"Secundaria (004)",5347,232,735,2914,44,1372,50
"Superior no univ. incompleta (005)",347,112,40,133,3,59,
"Superior no univ. completa (006)",833,577,39,170,5,41,1
"Superior univ. incompleta (007)",165,73,15,63,2,12,
"Superior univ. completa (008)",685,579,12,74,5,15,
"Hombres (010)",14366,1052,1513,9366,90,2311,34
"Sin nivel (011)",1531,5,99,1174,7,238,8
"Educación inicial (012)",16,,1,6,,9,
"Primaria (013)",7368,41,639,5498,41,1141,8
"Secundaria (014)",4088,158,672,2364,29,848,17
"Superior no univ. incompleta (015)",249,74,37,99,2,37,
"Superior no univ. completa (016)",551,360,38,124,5,23,1
"Superior univ. incompleta (017)",129,54,15,50,2,8,
"Superior univ. completa (018)",434,360,12,51,4,7,
"Mujeres (020)",8753,613,278,3224,45,4517,76
"Sin nivel (021)",3096,8,99,1247,8,1727,7
"Educación inicial (022)",30,,3,8,,19,
"Primaria (023)",3701,38,109,1303,20,2195,36
"Secundaria (024)",1259,74,63,550,15,524,33
"Superior no univ. incompleta (025)",98,38,3,34,1,22,
"Superior no univ. completa (026)",282,217,1,46,,18,
"Superior univ. incompleta (027)",36,19,,13,,4,
"Superior univ. completa (028)",251,219,,23,1,8,
,,,,,,,
"URBANA (030)",5769,1319,757,2660,49,928,56
"Sin nivel (031)",506,12,35,313,3,141,2
"Educación inicial (032)",14,,2,3,,9,
"Primaria (033)",1796,49,245,1067,13,406,16
"Secundaria (034)",1904,167,396,971,20,313,37
"Superior no univ. incompleta (035)",200,69,22,81,3,25,
"Superior no univ. completa (036)",661,479,34,125,4,18,1
"Superior univ. incompleta (037)",122,60,13,40,1,8,
"Superior univ. completa (038)",566,483,10,60,5,8,
"Hombres (040)",3488,819,671,1607,28,346,17
"Sin nivel (041)",113,4,18,81,1,9,
"Educación inicial (042)",5,,,1,,4,
"Primaria (043)",1043,16,207,667,6,143,4
"Secundaria (044)",1308,106,369,650,10,161,12
"Superior no univ. incompleta (045)",136,45,21,54,2,14,
"Superior no univ. completa (046)",429,297,33,86,4,8,1
"Superior univ. incompleta (047)",94,46,13,29,1,5,
"Superior univ. completa (048)",360,305,10,39,4,2,
"Mujeres (050)",2281,500,86,1053,21,582,39
"Sin nivel (051)",393,8,17,232,2,132,2
"Educación inicial (052)",9,,2,2,,5,
"Primaria (053)",753,33,38,400,7,263,12
"Secundaria (054)",596,61,27,321,10,152,25
"Superior no univ. incompleta (055)",64,24,1,27,1,11,
"Superior no univ. completa (056)",232,182,1,39,,10,
"Superior univ. incompleta (057)",28,14,,11,,3,
"Superior univ. completa (058)",206,178,,21,1,6,
,,,,,,,
"RURAL (060)",17350,346,1034,9930,86,5900,54
"Sin nivel (061)",4121,1,163,2108,12,1824,13
"Educación inicial (062)",32,,2,11,,19,
"Primaria (063)",9273,30,503,5734,48,2930,28
"Secundaria (064)",3443,65,339,1943,24,1059,13
"Superior no univ. incompleta (065)",147,43,18,52,,34,
"Superior no univ. completa (066)",172,98,5,45,1,23,
"Superior univ. incompleta (067)",43,13,2,23,1,4,
"Superior univ. completa (068)",119,96,2,14,,7,
"Hombres (070)",10878,233,842,7759,62,1965,17
"Sin nivel (071)",1418,1,81,1093,6,229,8
"Educación inicial (072)",11,,1,5,,5,
"Primaria (073)",6325,25,432,4831,35,998,4
"Secundaria (074)",2780,52,303,1714,19,687,5
"Superior no univ. incompleta (075)",113,29,16,45,,23,
"Superior no univ. completa (076)",122,63,5,38,1,15,
"Superior univ. incompleta (077)",35,8,2,21,1,3,
"Superior univ. completa (078)",74,55,2,12,,5,
"Mujeres (080)",6472,113,192,2171,24,3935,37
"Sin nivel (081)",2703,,82,1015,6,1595,5
"Educación inicial (082)",21,,1,6,,14,
"Primaria (083)",2948,5,71,903,13,1932,24
"Secundaria (084)",663,13,36,229,5,372,8
"Superior no univ. incompleta (085)",34,14,2,7,,11,
"Superior no univ. completa (086)",50,35,,7,,8,
"Superior univ. incompleta (087)",8,5,,2,,1,
"Superior univ. completa (088)",45,41,,2,,2,
