"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANUCO (000)",5307,1349,3958
"Sin nivel (001)",680,113,567
"Educación inicial (002)",17,5,12
"Primaria (003)",1173,255,918
"Secundaria (004)",1791,559,1232
"Superior no univ. incompleta (005)",179,46,133
"Superior no univ. completa (006)",422,105,317
"Superior univ. incompleta (007)",291,72,219
"Superior univ. completa (008)",754,194,560
"Hombres (010)",3379,740,2639
"Sin nivel (011)",419,72,347
"Educación inicial (012)",10,2,8
"Primaria (013)",823,139,684
"Secundaria (014)",1293,351,942
"Superior no univ. incompleta (015)",107,24,83
"Superior no univ. completa (016)",183,42,141
"Superior univ. incompleta (017)",193,34,159
"Superior univ. completa (018)",351,76,275
"Mujeres (020)",1928,609,1319
"Sin nivel (021)",261,41,220
"Educación inicial (022)",7,3,4
"Primaria (023)",350,116,234
"Secundaria (024)",498,208,290
"Superior no univ. incompleta (025)",72,22,50
"Superior no univ. completa (026)",239,63,176
"Superior univ. incompleta (027)",98,38,60
"Superior univ. completa (028)",403,118,285
,,,
"AREA URBANA (030)",3627,987,2640
"Sin nivel (031)",119,25,94
"Educación inicial (032)",7,5,2
"Primaria (033)",571,115,456
"Secundaria (034)",1365,438,927
"Superior no univ. incompleta (035)",163,44,119
"Superior no univ. completa (036)",395,98,297
"Superior univ. incompleta (037)",279,71,208
"Superior univ. completa (038)",728,191,537
"Hombres (040)",2185,509,1676
"Sin nivel (041)",61,11,50
"Educación inicial (042)",3,2,1
"Primaria (043)",400,63,337
"Secundaria (044)",945,265,680
"Superior no univ. incompleta (045)",91,22,69
"Superior no univ. completa (046)",169,38,131
"Superior univ. incompleta (047)",184,34,150
"Superior univ. completa (048)",332,74,258
"Mujeres (050)",1442,478,964
"Sin nivel (051)",58,14,44
"Educación inicial (052)",4,3,1
"Primaria (053)",171,52,119
"Secundaria (054)",420,173,247
"Superior no univ. incompleta (055)",72,22,50
"Superior no univ. completa (056)",226,60,166
"Superior univ. incompleta (057)",95,37,58
"Superior univ. completa (058)",396,117,279
,,,
"AREA RURAL (060)",1680,362,1318
"Sin nivel (061)",561,88,473
"Educación inicial (062)",10,,10
"Primaria (063)",602,140,462
"Secundaria (064)",426,121,305
"Superior no univ. incompleta (065)",16,2,14
"Superior no univ. completa (066)",27,7,20
"Superior univ. incompleta (067)",12,1,11
"Superior univ. completa (068)",26,3,23
"Hombres (070)",1194,231,963
"Sin nivel (071)",358,61,297
"Educación inicial (072)",7,,7
"Primaria (073)",423,76,347
"Secundaria (074)",348,86,262
"Superior no univ. incompleta (075)",16,2,14
"Superior no univ. completa (076)",14,4,10
"Superior univ. incompleta (077)",9,,9
"Superior univ. completa (078)",19,2,17
"Mujeres (080)",486,131,355
"Sin nivel (081)",203,27,176
"Educación inicial (082)",3,,3
"Primaria (083)",179,64,115
"Secundaria (084)",78,35,43
"Superior no univ. completa (086)",13,3,10
"Superior univ. incompleta (087)",3,1,2
"Superior univ. completa (088)",7,1,6
