"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CANDARAVE (000)",7985,297,657,751,655,1353,1277,2136,859
"Sabe leer y escribir (001)",6759,,482,749,648,1350,1250,1839,441
"No sabe leer y escribir (002)",1226,297,175,2,7,3,27,297,418
"Hombres (004)",4196,138,351,384,342,747,648,1160,426
"Sabe leer y escribir (005)",3778,,245,384,338,746,643,1114,308
"No sabe leer y escribir (006)",418,138,106,,4,1,5,46,118
"Mujeres (008)",3789,159,306,367,313,606,629,976,433
"Sabe leer y escribir (009)",2981,,237,365,310,604,607,725,133
"No sabe leer y escribir (010)",808,159,69,2,3,2,22,251,300
,,,,,,,,,
"URBANA (012)",5194,184,408,460,409,884,840,1440,569
"Sabe leer y escribir (013)",4459,,303,459,404,882,830,1267,314
"No sabe leer y escribir (014)",735,184,105,1,5,2,10,173,255
"Hombres (016)",2689,90,234,231,198,481,424,765,266
"Sabe leer y escribir (017)",2440,,166,231,195,481,422,739,206
"No sabe leer y escribir (018)",249,90,68,,3,,2,26,60
"Mujeres (020)",2505,94,174,229,211,403,416,675,303
"Sabe leer y escribir (021)",2019,,137,228,209,401,408,528,108
"No sabe leer y escribir (022)",486,94,37,1,2,2,8,147,195
,,,,,,,,,
"RURAL (024)",2791,113,249,291,246,469,437,696,290
"Sabe leer y escribir (025)",2300,,179,290,244,468,420,572,127
"No sabe leer y escribir (026)",491,113,70,1,2,1,17,124,163
"Hombres (028)",1507,48,117,153,144,266,224,395,160
"Sabe leer y escribir (029)",1338,,79,153,143,265,221,375,102
"No sabe leer y escribir (030)",169,48,38,,1,1,3,20,58
"Mujeres (032)",1284,65,132,138,102,203,213,301,130
"Sabe leer y escribir (033)",962,,100,137,101,203,199,197,25
"No sabe leer y escribir (034)",322,65,32,1,1,,14,104,105
