"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUAMALIES (000)",18368,16052,890,268,1158
"Agric., ganadería, caza y silvicultura (001)",13690,13006,614,59,11
"Explotación de minas y canteras (003)",31,20,6,2,3
"Industrias manufactureras (004)",290,270,9,7,4
"Suministro de electricidad, gas y agua (005)",12,,,9,3
"Construcción (006)",407,303,72,23,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",968,942,24,1,1
"Venta, mant.y rep. veh.autom y motoc. (008)",32,32,,,
"Comercio al por mayor (009)",51,47,3,,1
"Comercio al por menor (010)",885,863,21,1,
"Hoteles y restaurantes (011)",336,327,8,1,
"Trans., almac. y comunicaciones (012)",164,134,13,5,12
"Intermediación financiera (013)",5,1,,,4
"Activid.inmobil., empres. y alquileres (014)",67,24,7,10,26
"Admin.pub. y defensa; p. segur soc.afil (015)",292,,,,292
"Enseñanza (016)",991,116,120,136,619
"Servicios sociales y de salud (017)",168,11,1,3,153
"Otras activ. serv.comun.soc y personales (018)",125,105,5,6,9
"Hogares privados con servicio doméstico (019)",365,365,,,
"Actividad economica no especificada (021)",457,428,11,6,12
"Hombres (022)",14186,12534,716,182,754
"Agric., ganadería, caza y silvicultura (023)",11652,11075,524,43,10
"Explotación de minas y canteras (025)",30,20,6,1,3
"Industrias manufactureras (026)",234,221,4,7,2
"Suministro de electricidad, gas y agua (027)",11,,,9,2
"Construcción (028)",403,299,72,23,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",446,431,14,1,
"Venta, mant.y rep. veh.autom y motoc. (030)",28,28,,,
"Comercio al por mayor (031)",27,24,3,,
"Comercio al por menor (032)",391,379,11,1,
"Hoteles y restaurantes (033)",51,48,2,1,
"Trans., almac. y comunicaciones (034)",160,132,13,5,10
"Intermediación financiera (035)",4,1,,,3
"Activid.inmobil., empres. y alquileres (036)",53,17,7,7,22
"Admin.pub. y defensa; p. segur soc.afil (037)",230,,,,230
"Enseñanza (038)",560,43,65,76,376
"Servicios sociales y de salud (039)",85,6,,2,77
"Otras activ. serv.comun.soc y personales (040)",30,18,3,4,5
"Hogares privados con servicio doméstico (041)",91,91,,,
"Actividad economica no especificada (043)",146,132,6,3,5
"Mujeres (044)",4182,3518,174,86,404
"Agric., ganadería, caza y silvicultura (045)",2038,1931,90,16,1
