"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia MOHO (000)",13091,7347,52,129,4914,280,9,74,2,284
"Hombres (001)",5529,3935,42,70,1171,126,5,35,2,143
"Mujeres (002)",7562,3412,10,59,3743,154,4,39,,141
"De 06 a 14 años (003)",5650,5436,,,80,64,,3,,67
"Hombres (004)",2917,2813,,,38,34,,2,,30
"Mujeres (005)",2733,2623,,,42,30,,1,,37
"De 15 a 29 años (006)",2936,1852,1,25,975,,7,13,2,61
"Hombres (007)",1359,1080,,13,224,,3,8,2,29
"Mujeres (008)",1577,772,1,12,751,,4,5,,32
"De 30 a 44 años (009)",1211,45,3,18,1101,,,9,,35
"Hombres (010)",287,33,1,8,218,,,5,,22
"Mujeres (011)",924,12,2,10,883,,,4,,13
"De 45 a 64 años (012)",1424,14,12,35,1306,1,2,17,,37
"Hombres (013)",318,9,10,22,247,,2,4,,24
"Mujeres (014)",1106,5,2,13,1059,1,,13,,13
"De 65 y más años (015)",1870,,36,51,1452,215,,32,,84
"Hombres (016)",648,,31,27,444,92,,16,,38
"Mujeres (017)",1222,,5,24,1008,123,,16,,46
,,,,,,,,,,
"AREA URBANA (018)",3970,2219,33,59,1500,63,,2,2,92
"Hombres (019)",1818,1189,25,35,494,29,,,2,44
"Mujeres (020)",2152,1030,8,24,1006,34,,2,,48
"De 06 a 14 años (021)",1653,1527,,,55,39,,,,32
"Hombres (022)",848,784,,,29,21,,,,14
"Mujeres (023)",805,743,,,26,18,,,,18
"De 15 a 29 años (024)",1138,654,1,16,433,,,,2,32
"Hombres (025)",561,380,,9,154,,,,2,16
"Mujeres (026)",577,274,1,7,279,,,,,16
"De 30 a 44 años (027)",457,34,2,13,397,,,,,11
"Hombres (028)",140,23,,5,105,,,,,7
"Mujeres (029)",317,11,2,8,292,,,,,4
"De 45 a 64 años (030)",394,4,11,18,353,,,1,,7
"Hombres (031)",136,2,9,14,108,,,,,3
"Mujeres (032)",258,2,2,4,245,,,1,,4
"De 65 y más años (033)",328,,19,12,262,24,,1,,10
"Hombres (034)",133,,16,7,98,8,,,,4
"Mujeres (035)",195,,3,5,164,16,,1,,6
,,,,,,,,,,
"AREA RURAL (036)",9121,5128,19,70,3414,217,9,72,,192
"Hombres (037)",3711,2746,17,35,677,97,5,35,,99
"Mujeres (038)",5410,2382,2,35,2737,120,4,37,,93
"De 06 a 14 años (039)",3997,3909,,,25,25,,3,,35
"Hombres (040)",2069,2029,,,9,13,,2,,16
"Mujeres (041)",1928,1880,,,16,12,,1,,19
"De 15 a 29 años (042)",1798,1198,,9,542,,7,13,,29
"Hombres (043)",798,700,,4,70,,3,8,,13
"Mujeres (044)",1000,498,,5,472,,4,5,,16
"De 30 a 44 años (045)",754,11,1,5,704,,,9,,24
"Hombres (046)",147,10,1,3,113,,,5,,15
"Mujeres (047)",607,1,,2,591,,,4,,9
"De 45 a 64 años (048)",1030,10,1,17,953,1,2,16,,30
"Hombres (049)",182,7,1,8,139,,2,4,,21
"Mujeres (050)",848,3,,9,814,1,,12,,9
"De 65 y más años (051)",1542,,17,39,1190,191,,31,,74
"Hombres (052)",515,,15,20,346,84,,16,,34
"Mujeres (053)",1027,,2,19,844,107,,15,,40
