"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia PACASMAYO",,,,,
"Viviendas particulares (001)",6121,711,320,3085,2005
"Ocupantes presentes (002)",24447,2684,1278,12351,8134
"Casa independiente",,,,,
"Viviendas particulares (004)",6013,690,314,3057,1952
"Ocupantes presentes (005)",24077,2621,1252,12252,7952
"Departamento en edificio",,,,,
"Viviendas particulares (007)",31,5,,11,15
"Ocupantes presentes (008)",118,14,,42,62
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",49,12,4,7,26
"Ocupantes presentes (011)",158,40,15,30,73
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",22,2,2,7,11
"Ocupantes presentes (014)",84,7,11,22,44
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",1,,,1,
"Ocupantes presentes (020)",2,,,2,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",4,1,,2,1
"Ocupantes presentes (023)",7,1,,3,3
"Otro tipo",,,,,
"Viviendas particulares (025)",1,1,,,
"Ocupantes presentes (026)",1,1,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",5823,689,318,2886,1930
"Ocupantes presentes (029)",23191,2599,1270,11544,7778
"Casa independiente",,,,,
"Viviendas particulares (031)",5715,668,312,2858,1877
"Ocupantes presentes (032)",22821,2536,1244,11445,7596
"Departamento en edificio",,,,,
"Viviendas particulares (034)",31,5,,11,15
"Ocupantes presentes (035)",118,14,,42,62
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",49,12,4,7,26
"Ocupantes presentes (038)",158,40,15,30,73
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",22,2,2,7,11
"Ocupantes presentes (041)",84,7,11,22,44
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",1,,,1,
"Ocupantes presentes (047)",2,,,2,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",4,1,,2,1
"Ocupantes presentes (050)",7,1,,3,3
"Otro tipo",,,,,
"Viviendas particulares (052)",1,1,,,
"Ocupantes presentes (053)",1,1,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",298,22,2,199,75
"Ocupantes presentes (056)",1256,85,8,807,356
"Casa independiente",,,,,
"Viviendas particulares (058)",298,22,2,199,75
"Ocupantes presentes (059)",1256,85,8,807,356
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
