"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia GRAN CHIMU",,,,,,,,,
"Viviendas particulares (001)",7368,905,1865,1539,1522,653,478,159,247
"Ocupantes presentes (002)",29400,2965,6934,6003,6543,2785,2212,705,1253
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7266,846,1844,1529,1516,651,477,157,246
"Ocupantes presentes (005)",29027,2777,6859,5973,6495,2779,2211,697,1236
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",22,10,7,2,1,,1,1,
"Ocupantes presentes (008)",66,34,19,8,3,,1,1,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",6,4,,,,,,1,1
"Ocupantes presentes (011)",44,20,,,,,,7,17
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",17,10,2,,4,1,,,
"Ocupantes presentes (014)",97,43,11,,40,3,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",53,31,12,8,1,1,,,
"Ocupantes presentes (017)",160,85,45,22,5,3,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,2,,,,,,,
"Ocupantes presentes (020)",3,3,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,2,,,,,,,
"Ocupantes presentes (023)",3,3,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1636,235,393,311,310,150,109,42,86
"Ocupantes presentes (029)",6480,759,1449,1142,1343,656,489,185,457
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1588,208,384,309,305,149,108,40,85
"Ocupantes presentes (032)",6268,657,1419,1134,1300,653,488,177,440
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",22,10,7,2,1,,1,1,
"Ocupantes presentes (035)",66,34,19,8,3,,1,1,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",6,4,,,,,,1,1
"Ocupantes presentes (038)",44,20,,,,,,7,17
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",17,10,2,,4,1,,,
"Ocupantes presentes (041)",97,43,11,,40,3,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,2,,,,,,,
"Ocupantes presentes (047)",3,3,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5732,670,1472,1228,1212,503,369,117,161
"Ocupantes presentes (056)",22920,2206,5485,4861,5200,2129,1723,520,796
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5678,638,1460,1220,1211,502,369,117,161
"Ocupantes presentes (059)",22759,2120,5440,4839,5195,2126,1723,520,796
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",53,31,12,8,1,1,,,
"Ocupantes presentes (071)",160,85,45,22,5,3,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
