"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia UCAYALI (000)",715,30,327,217,106,35
"Conviviente (001)",329,1,106,152,57,13
"Separado(a) (002)",22,,8,8,4,2
"Casado(a) (003)",81,,6,30,32,13
"Viudo(a) (004)",13,,,2,5,6
"Divorciado(a) (005)",2,,,1,1,
"Soltero(a) (006)",268,29,207,24,7,1
"Hombres (008)",566,20,251,177,87,31
"Conviviente (009)",265,,83,125,45,12
"Separado(a) (010)",14,,2,6,4,2
"Casado(a) (011)",61,,1,22,26,12
"Viudo(a) (012)",9,,,,5,4
"Divorciado(a) (013)",2,,,1,1,
"Soltero(a) (014)",215,20,165,23,6,1
"Mujeres (016)",149,10,76,40,19,4
"Conviviente (017)",64,1,23,27,12,1
"Separado(a) (018)",8,,6,2,,
"Casado(a) (019)",20,,5,8,6,1
"Viudo(a) (020)",4,,,2,,2
"Soltero(a) (022)",53,9,42,1,1,
,,,,,,
"AREA URBANA (024)",444,19,202,134,67,22
"Conviviente (025)",203,1,61,93,41,7
"Separado(a) (026)",11,,5,5,1,
"Casado(a) (027)",49,,5,16,18,10
"Viudo(a) (028)",9,,,2,3,4
"Divorciado(a) (029)",1,,,1,,
"Soltero(a) (030)",171,18,131,17,4,1
"Hombres (032)",319,14,137,99,50,19
"Conviviente (033)",147,,39,71,30,7
"Separado(a) (034)",5,,1,3,1,
"Casado(a) (035)",30,,,8,13,9
"Viudo(a) (036)",5,,,,3,2
"Divorciado(a) (037)",1,,,1,,
"Soltero(a) (038)",131,14,97,16,3,1
"Mujeres (040)",125,5,65,35,17,3
"Conviviente (041)",56,1,22,22,11,
"Separado(a) (042)",6,,4,2,,
"Casado(a) (043)",19,,5,8,5,1
"Viudo(a) (044)",4,,,2,,2
"Soltero(a) (046)",40,4,34,1,1,
,,,,,,
"AREA RURAL (048)",271,11,125,83,39,13
"Conviviente (049)",126,,45,59,16,6
"Separado(a) (050)",11,,3,3,3,2
"Casado(a) (051)",32,,1,14,14,3
"Viudo(a) (052)",4,,,,2,2
"Divorciado(a) (053)",1,,,,1,
"Soltero(a) (054)",97,11,76,7,3,
"Hombres (056)",247,6,114,78,37,12
"Conviviente (057)",118,,44,54,15,5
"Separado(a) (058)",9,,1,3,3,2
"Casado(a) (059)",31,,1,14,13,3
"Viudo(a) (060)",4,,,,2,2
"Divorciado(a) (061)",1,,,,1,
"Soltero(a) (062)",84,6,68,7,3,
"Mujeres (064)",24,5,11,5,2,1
"Conviviente (065)",8,,1,5,1,1
"Separado(a) (066)",2,,2,,,
"Casado(a) (067)",1,,,,1,
"Soltero(a) (070)",13,5,8,,,
