"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MOYOBAMBA (000)",41625,1901,69,19865,12428,1411,3124,782,2045
"Empleado (001)",7037,25,3,507,1712,609,2185,448,1548
"Obrero (002)",6207,328,16,3361,2190,114,125,28,45
"Trabajador independiente (003)",20654,1095,32,11624,6105,526,655,249,368
"Empleador o patrono (004)",1390,74,,713,429,34,60,23,57
"Trabajador familiar no remunerado (005)",5016,300,16,3031,1480,82,62,27,18
"Trabajador del hogar (006)",1321,79,2,629,512,46,37,7,9
"Hombres (008)",30652,1205,53,15560,9512,827,1677,533,1285
"Empleado (009)",3864,7,1,240,1055,298,1078,273,912
"Obrero (010)",5377,225,12,2873,1996,98,109,21,43
"Trabajador independiente (011)",16947,795,28,9861,5001,366,420,203,273
"Empleador o patrono (012)",1196,59,,635,371,26,43,18,44
"Trabajador familiar no remunerado (013)",3209,115,12,1924,1069,38,25,15,11
"Trabajador del hogar (014)",59,4,,27,20,1,2,3,2
"Mujeres (016)",10973,696,16,4305,2916,584,1447,249,760
"Empleado (017)",3173,18,2,267,657,311,1107,175,636
"Obrero (018)",830,103,4,488,194,16,16,7,2
"Trabajador independiente (019)",3707,300,4,1763,1104,160,235,46,95
"Empleador o patrono (020)",194,15,,78,58,8,17,5,13
"Trabajador familiar no remunerado (021)",1807,185,4,1107,411,44,37,12,7
"Trabajador del hogar (022)",1262,75,2,602,492,45,35,4,7
,,,,,,,,,
"URBANA (024)",26273,702,23,9303,9163,1310,3017,745,2010
"Empleado (025)",6825,20,2,468,1654,592,2123,437,1529
"Obrero (026)",3555,116,4,1583,1566,100,118,25,43
"Trabajador independiente (027)",11620,379,11,5247,4287,477,625,234,360
"Empleador o patrono (028)",871,30,,367,307,33,58,21,55
"Trabajador familiar no remunerado (029)",2217,99,4,1097,864,62,56,21,14
"Trabajador del hogar (030)",1185,58,2,541,485,46,37,7,9
"Hombres (032)",17457,342,16,6459,6548,744,1596,498,1254
"Empleado (033)",3732,4,1,226,1014,290,1037,263,897
"Obrero (034)",3053,71,4,1313,1419,84,102,19,41
"Trabajador independiente (035)",8706,220,8,4012,3297,322,394,188,265
"Empleador o patrono (036)",700,18,,306,251,25,42,16,42
"Trabajador familiar no remunerado (037)",1226,27,3,587,552,22,19,9,7
"Trabajador del hogar (038)",40,2,,15,15,1,2,3,2
"Mujeres (040)",8816,360,7,2844,2615,566,1421,247,756
"Empleado (041)",3093,16,1,242,640,302,1086,174,632
"Obrero (042)",502,45,,270,147,16,16,6,2
"Trabajador independiente (043)",2914,159,3,1235,990,155,231,46,95
"Empleador o patrono (044)",171,12,,61,56,8,16,5,13
"Trabajador familiar no remunerado (045)",991,72,1,510,312,40,37,12,7
"Trabajador del hogar (046)",1145,56,2,526,470,45,35,4,7
,,,,,,,,,
"RURAL (048)",15352,1199,46,10562,3265,101,107,37,35
"Empleado (049)",212,5,1,39,58,17,62,11,19
"Obrero (050)",2652,212,12,1778,624,14,7,3,2
"Trabajador independiente (051)",9034,716,21,6377,1818,49,30,15,8
"Empleador o patrono (052)",519,44,,346,122,1,2,2,2
"Trabajador familiar no remunerado (053)",2799,201,12,1934,616,20,6,6,4
"Trabajador del hogar (054)",136,21,,88,27,,,,
"Hombres (056)",13195,863,37,9101,2964,83,81,35,31
"Empleado (057)",132,3,,14,41,8,41,10,15
"Obrero (058)",2324,154,8,1560,577,14,7,2,2
"Trabajador independiente (059)",8241,575,20,5849,1704,44,26,15,8
"Empleador o patrono (060)",496,41,,329,120,1,1,2,2
"Trabajador familiar no remunerado (061)",1983,88,9,1337,517,16,6,6,4
"Trabajador del hogar (062)",19,2,,12,5,,,,
"Mujeres (064)",2157,336,9,1461,301,18,26,2,4
"Empleado (065)",80,2,1,25,17,9,21,1,4
"Obrero (066)",328,58,4,218,47,,,1,
"Trabajador independiente (067)",793,141,1,528,114,5,4,,
"Empleador o patrono (068)",23,3,,17,2,,1,,
"Trabajador familiar no remunerado (069)",816,113,3,597,99,4,,,
"Trabajador del hogar (070)",117,19,,76,22,,,,
