"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ATALAYA (000)",12743,12274,3500,1690,1551,1262,1902,1200,705,464,469,35867
"De 12 a 14 años (001)",1569,1516,1495,19,2,,,,,,53,23
"De 15 a 19 años (002)",2376,2248,1346,604,236,51,11,,,,128,1273
"De 20 a 24 años (003)",1924,1829,280,497,494,313,206,39,,,95,3552
"De 25 a 29 años (004)",1556,1495,111,250,318,310,378,111,17,,61,4299
"De 30 a 34 años (005)",1281,1246,59,129,191,198,365,215,69,20,35,4906
"De 35 a 39 años (006)",1117,1101,41,55,118,147,309,263,116,52,16,5354
"De 40 a 44 años (007)",837,814,31,31,73,88,228,183,104,76,23,4364
"De 45 a 49 años (008)",692,678,25,37,40,59,148,137,135,97,14,4088
"De 50 y más años (009)",1391,1347,112,68,79,96,257,252,264,219,44,8008
"PEA (010)",4055,3907,738,613,594,477,709,394,245,137,148,12513
"De 12 a 14 años (011)",152,145,139,6,,,,,,,7,6
"De 15 a 19 años (012)",562,533,301,152,63,13,4,,,,29,333
"De 20 a 24 años (013)",672,633,123,171,154,100,75,10,,,39,1167
"De 25 a 29 años (014)",612,585,66,124,138,93,122,32,10,,27,1489
"De 30 a 34 años (015)",522,506,38,72,84,79,132,75,17,9,16,1787
"De 35 a 39 años (016)",440,435,19,33,68,76,118,72,35,14,5,1837
"De 40 a 44 años (017)",393,383,7,17,43,50,118,72,51,25,10,1961
"De 45 a 49 años (018)",272,264,11,17,15,29,66,50,48,28,8,1472
"De 50 y más años (019)",430,423,34,21,29,37,74,83,84,61,7,2461
"Ocupada (020)",3880,3740,685,586,570,464,689,374,236,136,140,12093
"De 12 a 14 años (021)",134,127,121,6,,,,,,,7,6
"De 15 a 19 años (022)",516,490,272,144,59,12,3,,,,26,310
