"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia VICTOR FAJARDO (000)",7409,91,245,605,982,1376,2193,1917
"De 12 a 14 años (001)",8,,,,,,,8
"De 15 a 19 años (002)",147,,,,,,99,48
"De 20 a 24 años (003)",573,,,,,,362,211
"De 25 a 29 años (004)",704,,,,,35,458,211
"De 30 a 34 años (005)",716,,,,,112,453,151
"De 35 a 39 años (006)",708,,,,4,204,381,119
"De 40 a 44 años (007)",662,,,,23,254,255,130
"De 45 a 49 años (008)",582,,,,73,268,144,97
"De 50 y más años (009)",3309,91,245,605,882,503,41,942
"Sin nivel (010)",2857,78,202,446,569,404,299,859
"De 15 a 19 años (012)",5,,,,,,2,3
"De 20 a 24 años (013)",17,,,,,,12,5
"De 25 a 29 años (014)",37,,,,,1,25,11
"De 30 a 34 años (015)",74,,,,,10,52,12
"De 35 a 39 años (016)",104,,,,,27,54,23
"De 40 a 44 años (017)",182,,,,5,53,75,49
"De 45 a 49 años (018)",182,,,,20,70,54,38
"De 50 y más años (019)",2256,78,202,446,544,243,25,718
"Educacion Inicial (020)",15,,,,,2,9,4
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",2,,,,,,1,1
"De 25 a 29 años (024)",4,,,,,,3,1
"De 35 a 39 años (026)",8,,,,,2,4,2
"Primaria (030)",2944,12,41,139,332,713,1109,598
"De 12 a 14 años (031)",7,,,,,,,7
"De 15 a 19 años (032)",70,,,,,,48,22
"De 20 a 24 años (033)",238,,,,,,162,76
"De 25 a 29 años (034)",327,,,,,14,239,74
"De 30 a 34 años (035)",358,,,,,56,237,65
"De 35 a 39 años (036)",341,,,,4,100,188,49
"De 40 a 44 años (037)",358,,,,12,146,146,54
"De 45 a 49 años (038)",314,,,,29,161,74,50
"De 50 y más años (039)",931,12,41,139,287,236,15,201
"Secundaria (040)",1112,,2,12,54,165,590,289
"De 12 a 14 años (041)",1,,,,,,,1
"De 15 a 19 años (042)",71,,,,,,48,23
"De 20 a 24 años (043)",258,,,,,,166,92
"De 25 a 29 años (044)",231,,,,,12,145,74
"De 30 a 34 años (045)",185,,,,,31,112,42
"De 35 a 39 años (046)",162,,,,,49,86,27
"De 40 a 44 años (047)",73,,,,3,37,20,13
"De 45 a 49 años (048)",52,,,,17,20,12,3
"De 50 y más años (049)",79,,2,12,34,16,1,14
"Sup. no Univ. incompleta (050)",103,,,2,4,9,49,39
"De 20 a 24 años (053)",27,,,,,,14,13
"De 25 a 29 años (054)",27,,,,,1,14,12
"De 30 a 34 años (055)",11,,,,,1,7,3
