"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CAJAMARCA (000)",84836,966,28341,26787,10072,4053,1626,453,67,,12471
"Sin Nivel (001)",21767,409,8431,7193,1995,804,413,166,22,,2334
"Educación Inicial (002)",155,3,57,41,24,1,,,,,29
"Primaria (003)",28987,384,12072,9155,2448,857,395,128,18,,3530
"Secundaria (004)",16426,127,5693,5282,1772,653,268,62,7,,2562
"Sup. no Univ. Incompleta (005)",2090,10,420,743,278,113,37,9,,,480
"Sup. no Univ. Completa (006)",5559,11,637,1804,1335,564,192,24,6,,986
"Sup. Univ. Incompleta (007)",2453,6,413,721,311,99,36,7,1,,859
"Sup. Univ. Completa (008)",7399,16,618,1848,1909,962,285,57,13,,1691
,,,,,,,,,,,
"URBANA (010)",48644,475,13679,14745,7027,3013,1207,315,50,,8133
"Sin Nivel (011)",5678,123,2129,1609,531,249,164,73,10,,790
"Educación Inicial (012)",84,2,22,27,12,1,,,,,20
"Primaria (013)",12664,199,4941,3891,1248,501,260,90,14,,1520
"Secundaria (014)",13481,109,4599,4353,1527,577,245,58,6,,2007
"Sup. no Univ. Incompleta (015)",1911,10,385,680,267,108,35,9,,,417
"Sup. no Univ. Completa (016)",5260,11,604,1700,1278,538,188,22,6,,913
"Sup. Univ. Incompleta (017)",2357,6,399,688,299,99,35,7,1,,823
"Sup. Univ. Completa (018)",7209,15,600,1797,1865,940,280,56,13,,1643
,,,,,,,,,,,
"RURAL (020)",36192,491,14662,12042,3045,1040,419,138,17,,4338
"Sin Nivel (021)",16089,286,6302,5584,1464,555,249,93,12,,1544
"Educación Inicial (022)",71,1,35,14,12,,,,,,9
"Primaria (023)",16323,185,7131,5264,1200,356,135,38,4,,2010
"Secundaria (024)",2945,18,1094,929,245,76,23,4,1,,555
"Sup. no Univ. Incompleta (025)",179,,35,63,11,5,2,,,,63
"Sup. no Univ. Completa (026)",299,,33,104,57,26,4,2,,,73
"Sup. Univ. Incompleta (027)",96,,14,33,12,,1,,,,36
"Sup. Univ. Completa (028)",190,1,18,51,44,22,5,1,,,48
