"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",23113,1352,311,14575,5165,383,780,164,383
"Hombres (001)",12208,490,163,7640,3000,189,415,86,225
"Mujeres (002)",10905,862,148,6935,2165,194,365,78,158
"PEA (003)",9796,435,8,5939,2232,208,584,83,307
"Hombres (004)",7974,330,4,5023,1882,143,350,53,189
"Mujeres (005)",1822,105,4,916,350,65,234,30,118
"Ocupada (006)",9588,428,6,5848,2149,201,572,82,302
"Hombres (007)",7827,327,4,4961,1815,137,344,52,187
"Mujeres (008)",1761,101,2,887,334,64,228,30,115
"Desocupada (009)",208,7,2,91,83,7,12,1,5
"Hombres (010)",147,3,,62,67,6,6,1,2
"Mujeres (011)",61,4,2,29,16,1,6,,3
"No PEA (012)",13317,917,303,8636,2933,175,196,81,76
"Hombres (013)",4234,160,159,2617,1118,46,65,33,36
"Mujeres (014)",9083,757,144,6019,1815,129,131,48,40
,,,,,,,,,
"URBANA (018)",7692,245,115,3821,2272,262,532,122,323
"Hombres (019)",3869,85,55,1823,1257,121,274,65,189
"Mujeres (020)",3823,160,60,1998,1015,141,258,57,134
"PEA (021)",3359,87,4,1448,943,147,403,69,258
"Hombres (022)",2373,55,1,1058,731,95,229,44,160
"Mujeres (023)",986,32,3,390,212,52,174,25,98
"Ocupada (024)",3239,84,3,1408,886,143,392,68,255
"Hombres (025)",2283,55,1,1030,680,91,224,43,159
"Mujeres (026)",956,29,2,378,206,52,168,25,96
"Desocupada (027)",120,3,1,40,57,4,11,1,3
"Hombres (028)",90,,,28,51,4,5,1,1
"Mujeres (029)",30,3,1,12,6,,6,,2
"No PEA (030)",4333,158,111,2373,1329,115,129,53,65
"Hombres (031)",1496,30,54,765,526,26,45,21,29
"Mujeres (032)",2837,128,57,1608,803,89,84,32,36
,,,,,,,,,
"RURAL (036)",15421,1107,196,10754,2893,121,248,42,60
"Hombres (037)",8339,405,108,5817,1743,68,141,21,36
"Mujeres (038)",7082,702,88,4937,1150,53,107,21,24
"PEA (039)",6437,348,4,4491,1289,61,181,14,49
"Hombres (040)",5601,275,3,3965,1151,48,121,9,29
"Mujeres (041)",836,73,1,526,138,13,60,5,20
"Ocupada (042)",6349,344,3,4440,1263,58,180,14,47
"Hombres (043)",5544,272,3,3931,1135,46,120,9,28
"Mujeres (044)",805,72,,509,128,12,60,5,19
"Desocupada (045)",88,4,1,51,26,3,1,,2
"Hombres (046)",57,3,,34,16,2,1,,1
"Mujeres (047)",31,1,1,17,10,1,,,1
"No PEA (048)",8984,759,192,6263,1604,60,67,28,11
"Hombres (049)",2738,130,105,1852,592,20,20,12,7
"Mujeres (050)",6246,629,87,4411,1012,40,47,16,4
