"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SECHURA (000)",19445,528,7906,6169,4001,841
"Agric., ganadería, caza y silvicultura (001)",4429,121,1426,1196,1188,498
"Pesca (002)",3992,114,2038,1200,588,52
"Explotación de minas y canteras (003)",24,,5,14,5,
"Industrias manufactureras (004)",1715,68,758,554,278,57
"Suministro de electricidad, gas y agua (005)",25,,6,14,4,1
"Construcción (006)",638,5,209,266,150,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3127,134,1050,1102,716,125
"Venta, mant.y rep. veh.autom.y motoc. (008)",249,2,120,78,41,8
"Comercio al por mayor (009)",338,7,145,113,64,9
"Comercio al por menor (010)",2540,125,785,911,611,108
"Hoteles y restaurantes (011)",733,31,272,211,186,33
"Trans., almac. y comunicaciones (012)",1684,13,794,563,296,18
"Intermediación financiera (013)",34,,19,12,3,
"Activid.inmobil., empres. y alquileres (014)",403,2,180,143,71,7
"Admin.pub. y defensa; p. segur.soc.afil (015)",704,,290,252,156,6
"Enseñanza (016)",663,,233,289,141,
"Servicios sociales y de salud (017)",138,,52,65,20,1
"Otras activ. serv.comun.soc y personales (018)",432,7,177,139,89,20
"Hogares privados con servicio doméstico (019)",438,32,287,78,40,1
"Actividad economica no especificada (021)",266,1,110,71,70,14
"Hombres (022)",14164,362,5654,4428,3023,697
"Agric., ganadería, caza y silvicultura (023)",4192,112,1364,1132,1109,475
"Pesca (024)",3923,109,1998,1181,584,51
"Explotación de minas y canteras (025)",20,,2,13,5,
"Industrias manufactureras (026)",960,25,389,309,188,49
"Suministro de electricidad, gas y agua (027)",23,,5,13,4,1
"Construcción (028)",622,5,203,257,149,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1355,81,493,429,298,54
"Venta, mant.y rep. veh.autom.y motoc. (030)",237,2,116,74,37,8
"Comercio al por mayor (031)",245,3,100,80,54,8
"Comercio al por menor (032)",873,76,277,275,207,38
"Hoteles y restaurantes (033)",119,11,41,33,29,5
"Trans., almac. y comunicaciones (034)",1611,13,734,550,296,18
"Intermediación financiera (035)",14,,4,9,1,
"Activid.inmobil., empres. y alquileres (036)",263,1,97,100,58,7
"Admin.pub. y defensa; p. segur.soc.afil (037)",386,,113,143,124,6
"Enseñanza (038)",264,,56,128,80,
"Servicios sociales y de salud (039)",49,,14,24,10,1
"Otras activ. serv.comun.soc y personales (040)",277,5,107,82,68,15
