"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PUERTO INCA (000)",6660,6471,26,1278,1243,900,1417,961,445,201,189,24830
"De 12 a 14 años (001)",21,15,1,13,1,,,,,,6,15
"De 15 a 19 años (002)",519,475,6,371,92,4,2,,,,44,575
"De 20 a 24 años (003)",1020,969,3,428,381,115,39,3,,,51,1715
"De 25 a 29 años (004)",997,969,2,197,320,245,175,30,,,28,2510
"De 30 a 34 años (005)",873,858,3,93,171,190,298,95,5,3,15,2976
"De 35 a 39 años (006)",842,832,5,64,100,132,285,190,47,9,10,3624
"De 40 a 44 años (007)",662,656,1,27,62,76,209,187,69,25,6,3369
"De 45 a 49 años (008)",517,509,,24,33,56,131,127,97,41,8,2936
"De 50 y más años (009)",1209,1188,5,61,83,82,278,329,227,123,21,7110
"PEA (010)",1646,1567,5,319,272,215,355,225,129,47,79,6113
"De 12 a 14 años (011)",4,4,,4,,,,,,,,4
"De 15 a 19 años (012)",95,83,1,60,21,1,,,,,12,105
"De 20 a 24 años (013)",207,182,,96,57,20,7,2,,,25,312
"De 25 a 29 años (014)",230,215,,51,68,53,38,5,,,15,540
"De 30 a 34 años (015)",254,245,,45,47,48,83,20,2,,9,787
"De 35 a 39 años (016)",226,220,3,35,33,31,61,42,11,4,6,862
"De 40 a 44 años (017)",193,190,,11,20,21,58,56,18,6,3,953
"De 45 a 49 años (018)",153,151,,6,13,20,37,33,32,10,2,847
"De 50 y más años (019)",284,277,1,11,13,21,71,67,66,27,7,1703
"Ocupada (020)",1575,1504,5,297,259,206,345,221,125,46,71,5923
"De 12 a 14 años (021)",2,2,,2,,,,,,,,2
"De 15 a 19 años (022)",87,77,1,54,21,1,,,,,10,99
