"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SECHURA (000)",44120,6896,10163,9618,6878,4970,5595
"Conviviente (001)",11354,126,3598,4254,2023,862,491
"Separado(a) (002)",1161,11,152,312,278,217,191
"Casado(a) (003)",14290,11,605,3071,3782,3338,3483
"Viudo(a) (004)",1283,,2,35,56,136,1054
"Divorciado(a) (005)",52,,4,7,9,15,17
"Soltero(a) (006)",15980,6748,5802,1939,730,402,359
"Hombres (008)",22117,3509,4935,4800,3448,2569,2856
"Conviviente (009)",5541,29,1386,2199,1131,494,302
"Separado(a) (010)",263,2,20,68,59,59,55
"Casado(a) (011)",7068,7,188,1363,1829,1742,1939
"Viudo(a) (012)",430,,,11,11,42,366
"Divorciado(a) (013)",26,,3,4,1,9,9
"Soltero(a) (014)",8789,3471,3338,1155,417,223,185
"Mujeres (016)",22003,3387,5228,4818,3430,2401,2739
"Conviviente (017)",5813,97,2212,2055,892,368,189
"Separado(a) (018)",898,9,132,244,219,158,136
"Casado(a) (019)",7222,4,417,1708,1953,1596,1544
"Viudo(a) (020)",853,,2,24,45,94,688
"Divorciado(a) (021)",26,,1,3,8,6,8
"Soltero(a) (022)",7191,3277,2464,784,313,179,174
,,,,,,,
"URBANA (024)",41381,6445,9522,9047,6492,4643,5232
"Conviviente (025)",10564,114,3384,3998,1876,761,431
"Separado(a) (026)",1081,11,138,298,253,204,177
"Casado(a) (027)",13552,11,567,2899,3627,3163,3285
"Viudo(a) (028)",1204,,2,34,53,128,987
"Divorciado(a) (029)",48,,4,6,8,13,17
"Soltero(a) (030)",14932,6309,5427,1812,675,374,335
"Hombres (032)",20648,3269,4590,4490,3252,2395,2652
"Conviviente (033)",5140,26,1303,2062,1052,437,260
"Separado(a) (034)",248,2,17,67,56,54,52
"Casado(a) (035)",6685,7,175,1274,1754,1649,1826
"Viudo(a) (036)",395,,,11,10,39,335
"Divorciado(a) (037)",24,,3,4,,8,9
"Soltero(a) (038)",8156,3234,3092,1072,380,208,170
"Mujeres (040)",20733,3176,4932,4557,3240,2248,2580
"Conviviente (041)",5424,88,2081,1936,824,324,171
"Separado(a) (042)",833,9,121,231,197,150,125
"Casado(a) (043)",6867,4,392,1625,1873,1514,1459
"Viudo(a) (044)",809,,2,23,43,89,652
"Divorciado(a) (045)",24,,1,2,8,5,8
"Soltero(a) (046)",6776,3075,2335,740,295,166,165
,,,,,,,
"RURAL (048)",2739,451,641,571,386,327,363
"Conviviente (049)",790,12,214,256,147,101,60
"Separado(a) (050)",80,,14,14,25,13,14
"Casado(a) (051)",738,,38,172,155,175,198
"Viudo(a) (052)",79,,,1,3,8,67
"Divorciado(a) (053)",4,,,1,1,2,
"Soltero(a) (054)",1048,439,375,127,55,28,24
"Hombres (056)",1469,240,345,310,196,174,204
"Conviviente (057)",401,3,83,137,79,57,42
"Separado(a) (058)",15,,3,1,3,5,3
"Casado(a) (059)",383,,13,89,75,93,113
"Viudo(a) (060)",35,,,,1,3,31
"Divorciado(a) (061)",2,,,,1,1,
"Soltero(a) (062)",633,237,246,83,37,15,15
"Mujeres (064)",1270,211,296,261,190,153,159
"Conviviente (065)",389,9,131,119,68,44,18
"Separado(a) (066)",65,,11,13,22,8,11
"Casado(a) (067)",355,,25,83,80,82,85
"Viudo(a) (068)",44,,,1,2,5,36
"Divorciado(a) (069)",2,,,1,,1,
"Soltero(a) (070)",415,202,129,44,18,13,9
