"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia SAN MARTIN (000)",72193,61419,10774
"De 3 a 5 años (001)",9463,788,8675
"De 6 a 11 años (002)",17608,15960,1648
"De 12 a 16 años (003)",18254,18089,165
"De 17 a 24 años (004)",26868,26582,286
"Hombres (005)",36644,31092,5552
"De 3 a 5 años (006)",4866,396,4470
"De 6 a 11 años (007)",8954,8091,863
"De 12 a 16 años (008)",9189,9107,82
"De 17 a 24 años (009)",13635,13498,137
"Mujeres (010)",35549,30327,5222
"De 3 a 5 años (011)",4597,392,4205
"De 6 a 11 años (012)",8654,7869,785
"De 12 a 16 años (013)",9065,8982,83
"De 17 a 24 años (014)",13233,13084,149
,,,
"URBANA (015)",64969,55956,9013
"De 3 a 5 años (016)",8202,746,7456
"De 6 a 11 años (017)",15514,14316,1198
"De 12 a 16 años (018)",16595,16464,131
"De 17 a 24 años (019)",24658,24430,228
"Hombres (020)",32767,28105,4662
"De 3 a 5 años (021)",4236,371,3865
"De 6 a 11 años (022)",7886,7264,622
"De 12 a 16 años (023)",8254,8192,62
"De 17 a 24 años (024)",12391,12278,113
"Mujeres (025)",32202,27851,4351
"De 3 a 5 años (026)",3966,375,3591
"De 6 a 11 años (027)",7628,7052,576
"De 12 a 16 años (028)",8341,8272,69
"De 17 a 24 años (029)",12267,12152,115
,,,
"RURAL (030)",7224,5463,1761
"De 3 a 5 años (031)",1261,42,1219
"De 6 a 11 años (032)",2094,1644,450
"De 12 a 16 años (033)",1659,1625,34
"De 17 a 24 años (034)",2210,2152,58
"Hombres (035)",3877,2987,890
"De 3 a 5 años (036)",630,25,605
"De 6 a 11 años (037)",1068,827,241
"De 12 a 16 años (038)",935,915,20
"De 17 a 24 años (039)",1244,1220,24
"Mujeres (040)",3347,2476,871
"De 3 a 5 años (041)",631,17,614
"De 6 a 11 años (042)",1026,817,209
"De 12 a 16 años (043)",724,710,14
"De 17 a 24 años (044)",966,932,34
