"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TOCACHE (000)",67635,8216,1524,28471,21419,2556,2952,1004,1493
"Quechua (001)",2800,707,9,1350,566,54,61,19,34
"Aymara (002)",17,2,1,3,6,1,3,1,
"Ashaninca (003)",11,2,,6,2,,1,,
"Otra lengua nativa (004)",25,1,2,9,10,2,1,,
"Castellano (005)",64703,7458,1511,27083,20830,2497,2882,984,1458
"Idioma extranjero (006)",5,,1,,1,,2,,1
"Es sordomudo/a (007)",74,46,,20,4,2,2,,
"Hombres (009)",38084,3542,801,15742,12988,1518,1837,686,970
"Quechua (010)",1644,232,4,842,428,43,50,15,30
"Aymara (011)",12,,1,2,5,1,2,1,
"Ashaninca (012)",9,2,,5,2,,,,
"Otra lengua nativa (013)",22,1,2,7,9,2,1,,
"Castellano (014)",36353,3282,793,14873,12542,1472,1781,670,940
"Idioma extranjero (015)",2,,1,,,,1,,
"Es sordomudo/a (016)",42,25,,13,2,,2,,
"Mujeres (018)",29551,4674,723,12729,8431,1038,1115,318,523
"Quechua (019)",1156,475,5,508,138,11,11,4,4
"Aymara (020)",5,2,,1,1,,1,,
"Ashaninca (021)",2,,,1,,,1,,
"Otra lengua nativa (022)",3,,,2,1,,,,
"Castellano (023)",28350,4176,718,12210,8288,1025,1101,314,518
"Idioma extranjero (024)",3,,,,1,,1,,1
"Es sordomudo/a (025)",32,21,,7,2,2,,,
,,,,,,,,,
"URBANA (027)",34318,2918,778,11924,12359,1880,2433,755,1271
"Quechua (028)",796,154,,338,197,27,44,11,25
"Aymara (029)",11,1,,3,4,1,2,,
"Ashaninca (030)",5,1,,2,2,,,,
"Otra lengua nativa (031)",16,1,1,6,5,2,1,,
"Castellano (032)",33458,2748,776,11564,12148,1850,2383,744,1245
"Idioma extranjero (033)",5,,1,,1,,2,,1
"Es sordomudo/a (034)",27,13,,11,2,,1,,
"Hombres (036)",18611,1212,416,5982,7087,1096,1490,511,817
"Quechua (037)",446,45,,185,133,20,35,7,21
"Aymara (038)",7,,,2,3,1,1,,
"Ashaninca (039)",4,1,,1,2,,,,
"Otra lengua nativa (040)",14,1,1,4,5,2,1,,
"Castellano (041)",18125,1160,414,5784,6943,1073,1451,504,796
"Idioma extranjero (042)",2,,1,,,,1,,
"Es sordomudo/a (043)",13,5,,6,1,,1,,
"Mujeres (045)",15707,1706,362,5942,5272,784,943,244,454
"Quechua (046)",350,109,,153,64,7,9,4,4
"Aymara (047)",4,1,,1,1,,1,,
"Ashaninca (048)",1,,,1,,,,,
"Otra lengua nativa (049)",2,,,2,,,,,
"Castellano (050)",15333,1588,362,5780,5205,777,932,240,449
"Idioma extranjero (051)",3,,,,1,,1,,1
"Es sordomudo/a (052)",14,8,,5,1,,,,
,,,,,,,,,
"RURAL (054)",33317,5298,746,16547,9060,676,519,249,222
"Quechua (055)",2004,553,9,1012,369,27,17,8,9
"Aymara (056)",6,1,1,,2,,1,1,
"Ashaninca (057)",6,1,,4,,,1,,
"Otra lengua nativa (058)",9,,1,3,5,,,,
"Castellano (059)",31245,4710,735,15519,8682,647,499,240,213
"Es sordomudo/a (061)",47,33,,9,2,2,1,,
"Hombres (063)",19473,2330,385,9760,5901,422,347,175,153
"Quechua (064)",1198,187,4,657,295,23,15,8,9
"Aymara (065)",5,,1,,2,,1,1,
"Ashaninca (066)",5,1,,4,,,,,
"Otra lengua nativa (067)",8,,1,3,4,,,,
"Castellano (068)",18228,2122,379,9089,5599,399,330,166,144
"Es sordomudo/a (070)",29,20,,7,1,,1,,
"Mujeres (072)",13844,2968,361,6787,3159,254,172,74,69
"Quechua (073)",806,366,5,355,74,4,2,,
"Aymara (074)",1,1,,,,,,,
"Ashaninca (075)",1,,,,,,1,,
"Otra lengua nativa (076)",1,,,,1,,,,
"Castellano (077)",13017,2588,356,6430,3083,248,169,74,69
"Es sordomudo/a (079)",18,13,,2,1,2,,,
