"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia DATEM DEL MARAÑON (000)",29183,10276,1718,481,16826
"Conviviente (001)",14397,4007,710,118,9569
"Separado(a) (002)",498,115,29,5,351
"Casado(a) (003)",2971,626,379,71,1921
"Viudo(a) (004)",760,149,25,1,585
"Divorciado(a) (005)",105,31,1,2,72
"Soltero(a) (006)",10452,5348,574,284,4328
"Hombres (008)",15030,4737,955,389,9060
"Conviviente (009)",7010,1493,389,67,5065
"Separado(a) (010)",147,22,11,4,112
"Casado(a) (011)",1480,263,232,56,954
"Viudo(a) (012)",188,36,3,,149
"Divorciado(a) (013)",27,4,1,2,21
"Soltero(a) (014)",6178,2919,319,260,2759
"Mujeres (016)",14153,5539,763,92,7766
"Conviviente (017)",7387,2514,321,51,4504
"Separado(a) (018)",351,93,18,1,239
"Casado(a) (019)",1491,363,147,15,967
"Viudo(a) (020)",572,113,22,1,436
"Divorciado(a) (021)",78,27,,,51
"Soltero(a) (022)",4274,2429,255,24,1569
,,,,,
"URBANA (024)",8787,2267,889,164,5476
"Conviviente (025)",3619,603,312,72,2634
"Separado(a) (026)",191,24,9,3,155
"Casado(a) (027)",1309,200,241,39,832
"Viudo(a) (028)",182,18,5,,159
"Divorciado(a) (029)",26,3,1,2,21
"Soltero(a) (030)",3460,1419,321,48,1675
"Hombres (032)",4445,1057,462,110,2822
"Conviviente (033)",1747,210,162,49,1327
"Separado(a) (034)",57,5,2,2,48
"Casado(a) (035)",625,82,132,28,386
"Viudo(a) (036)",47,6,,,41
"Divorciado(a) (037)",14,2,1,2,10
"Soltero(a) (038)",1955,752,165,29,1010
"Mujeres (040)",4342,1210,427,54,2654
"Conviviente (041)",1872,393,150,23,1307
"Separado(a) (042)",134,19,7,1,107
"Casado(a) (043)",684,118,109,11,446
"Viudo(a) (044)",135,12,5,,118
"Divorciado(a) (045)",12,1,,,11
"Soltero(a) (046)",1505,667,156,19,665
,,,,,
"RURAL (048)",20396,8009,829,317,11350
"Conviviente (049)",10778,3404,398,46,6935
"Separado(a) (050)",307,91,20,2,196
"Casado(a) (051)",1662,426,138,32,1089
"Viudo(a) (052)",578,131,20,1,426
"Divorciado(a) (053)",79,28,,,51
"Soltero(a) (054)",6992,3929,253,236,2653
"Hombres (056)",10585,3680,493,279,6238
"Conviviente (057)",5263,1283,227,18,3738
"Separado(a) (058)",90,17,9,2,64
"Casado(a) (059)",855,181,100,28,568
"Viudo(a) (060)",141,30,3,,108
"Divorciado(a) (061)",13,2,,,11
"Soltero(a) (062)",4223,2167,154,231,1749
"Mujeres (064)",9811,4329,336,38,5112
"Conviviente (065)",5515,2121,171,28,3197
"Separado(a) (066)",217,74,11,,132
"Casado(a) (067)",807,245,38,4,521
"Viudo(a) (068)",437,101,17,1,318
"Divorciado(a) (069)",66,26,,,40
"Soltero(a) (070)",2769,1762,99,5,904
