"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUAYTARA (000)",8262,5903,517,493,1349
"Sin nivel (001)",572,557,7,3,5
"Educación inicial (002)",9,9,,,
"Primaria (003)",3030,2676,97,70,187
"Secundaria (004)",3160,2028,190,269,673
"Superior no univ. incompleta (005)",248,127,16,24,81
"Superior no univ. completa (006)",553,243,85,51,174
"Superior univ. incompleta (007)",148,74,6,12,56
"Superior univ. completa (008)",542,189,116,64,173
"De 06 a 14 años (010)",147,142,3,2,
"Sin nivel (011)",7,7,,,
"Educación inicial (012)",4,4,,,
"Primaria (013)",104,100,3,1,
"Secundaria (014)",32,31,,1,
"De 15 a 29 años (020)",2152,1406,167,146,433
"Sin nivel (021)",48,48,,,
"Educación inicial (022)",3,3,,,
"Primaria (023)",483,413,29,14,27
"Secundaria (024)",1181,760,98,95,228
"Superior no univ. incompleta (025)",98,52,7,6,33
"Superior no univ. completa (026)",191,73,21,19,78
"Superior univ. incompleta (027)",41,22,,2,17
"Superior univ. completa (028)",107,35,12,10,50
"De 30 a 44 años (030)",2859,1741,211,248,659
"Sin nivel (031)",103,98,2,2,1
"Educación inicial (032)",2,2,,,
"Primaria (033)",783,643,26,22,92
"Secundaria (034)",1255,706,58,146,345
"Superior no univ. incompleta (035)",106,50,8,16,32
"Superior no univ. completa (036)",264,121,49,21,73
"Superior univ. incompleta (037)",67,29,3,6,29
"Superior univ. completa (038)",279,92,65,35,87
"De 45 a 64 años (040)",2140,1680,118,95,247
"Sin nivel (041)",220,215,2,1,2
"Primaria (043)",1000,878,27,31,64
"Secundaria (044)",598,441,33,27,97
"Superior no univ. incompleta (045)",41,23,1,2,15
"Superior no univ. completa (046)",94,46,14,11,23
"Superior univ. incompleta (047)",38,21,3,4,10
"Superior univ. completa (048)",149,56,38,19,36
"De 65 y más años (050)",964,934,18,2,10
"Sin nivel (051)",194,189,3,,2
"Primaria (053)",660,642,12,2,4
"Secundaria (054)",94,90,1,,3
"Superior no univ. incompleta (055)",3,2,,,1
"Superior no univ. completa (056)",4,3,1,,
"Superior univ. incompleta (057)",2,2,,,
"Superior univ. completa (058)",7,6,1,,
,,,,,
"URBANA (060)",2411,1732,277,110,292
"Sin nivel (061)",81,71,7,,3
