"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia NAZCA",,,,,,,,
"Hogares (001)",15726,11673,11830,5747,1996,6346,1972,1553
"Ocupantes presentes (002)",55899,42607,44723,22246,7598,24442,7722,4096
"Casa independiente",,,,,,,,
"Hogares (004)",14265,10704,11082,5473,1932,6121,1880,1242
"Ocupantes presentes (005)",51819,39747,42381,21376,7360,23662,7437,3405
"Departamento en edificio",,,,,,,,
"Hogares (007)",118,89,103,56,25,64,38,8
"Ocupantes presentes (008)",361,268,318,193,99,227,125,29
"Vivienda en quinta",,,,,,,,
"Hogares (010)",255,172,211,103,19,84,29,18
"Ocupantes presentes (011)",661,469,585,304,62,265,82,23
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",186,119,145,53,13,36,11,24
"Ocupantes presentes (014)",509,326,414,162,52,127,37,58
"Choza o cabaña",,,,,,,,
"Hogares (016)",355,278,145,21,1,10,5,66
"Ocupantes presentes (017)",1155,948,570,79,6,34,17,166
"Vivienda improvisada",,,,,,,,
"Hogares (019)",391,253,76,16,,9,,121
"Ocupantes presentes (020)",1005,677,266,62,,43,,262
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",32,20,17,7,1,8,4,11
"Ocupantes presentes (023)",84,63,47,21,4,29,9,18
"Otro tipo",,,,,,,,
"Hogares (025)",124,38,51,18,5,14,5,63
"Ocupantes presentes (026)",305,109,142,49,15,55,15,135
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",13660,10185,10767,5431,1981,6074,1951,1173
"Ocupantes presentes (029)",48937,37397,40664,20985,7550,23375,7635,3097
"Casa independiente",,,,,,,,
"Hogares (031)",12556,9495,10164,5179,1918,5859,1864,929
"Ocupantes presentes (032)",46021,35491,38892,20200,7318,22629,7367,2575
"Departamento en edificio",,,,,,,,
"Hogares (034)",118,89,103,56,25,64,38,8
"Ocupantes presentes (035)",361,268,318,193,99,227,125,29
"Vivienda en quinta",,,,,,,,
"Hogares (037)",255,172,211,103,19,84,29,18
"Ocupantes presentes (038)",661,469,585,304,62,265,82,23
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",186,119,145,53,13,36,11,24
"Ocupantes presentes (041)",509,326,414,162,52,127,37,58
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",391,253,76,16,,9,,121
"Ocupantes presentes (047)",1005,677,266,62,,43,,262
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",31,19,17,6,1,8,4,11
"Ocupantes presentes (050)",78,57,47,15,4,29,9,18
"Otro tipo",,,,,,,,
"Hogares (052)",123,38,51,18,5,14,5,62
"Ocupantes presentes (053)",302,109,142,49,15,55,15,132
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",2066,1488,1063,316,15,272,21,380
"Ocupantes presentes (056)",6962,5210,4059,1261,48,1067,87,999
"Casa independiente",,,,,,,,
"Hogares (058)",1709,1209,918,294,14,262,16,313
"Ocupantes presentes (059)",5798,4256,3489,1176,42,1033,70,830
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",355,278,145,21,1,10,5,66
"Ocupantes presentes (071)",1155,948,570,79,6,34,17,166
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",1,1,,1,,,,
"Ocupantes presentes (077)",6,6,,6,,,,
"Otro tipo",,,,,,,,
"Hogares (079)",1,,,,,,,1
"Ocupantes presentes (080)",3,,,,,,,3
