"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",24904,355,5633,6775,5181,4190,2770
"Hombres (001)",13289,176,2900,3679,2872,2216,1446
"Mujeres (002)",11615,179,2733,3096,2309,1974,1324
"Viviendas particulares (003)",24250,351,5631,6507,4865,4131,2765
"Hombres (004)",12689,173,2899,3437,2576,2161,1443
"Mujeres (005)",11561,178,2732,3070,2289,1970,1322
"Viviendas colectivas (006)",641,2,2,265,311,57,4
"Hombres (007)",590,1,1,240,292,53,3
"Mujeres (008)",51,1,1,25,19,4,1
"Otro tipo (009)",13,2,,3,5,2,1
"Hombres (010)",10,2,,2,4,2,
"Mujeres (011)",3,,,1,1,,1
,,,,,,,
"URBANA (012)",10831,175,2423,3124,2264,1728,1117
"Hombres (013)",5605,84,1248,1611,1197,897,568
"Mujeres (014)",5226,91,1175,1513,1067,831,549
"Viviendas particulares (015)",10714,171,2421,3079,2211,1717,1115
"Hombres (016)",5526,81,1247,1583,1159,888,568
"Mujeres (017)",5188,90,1174,1496,1052,829,547
"Viviendas colectivas (018)",107,2,2,42,50,10,1
"Hombres (019)",72,1,1,26,36,8,
"Mujeres (020)",35,1,1,16,14,2,1
"Otro tipo (021)",10,2,,3,3,1,1
"Hombres (022)",7,2,,2,2,1,
"Mujeres (023)",3,,,1,1,,1
,,,,,,,
"RURAL (024)",14073,180,3210,3651,2917,2462,1653
"Hombres (025)",7684,92,1652,2068,1675,1319,878
"Mujeres (026)",6389,88,1558,1583,1242,1143,775
"Viviendas particulares (027)",13536,180,3210,3428,2654,2414,1650
"Hombres (028)",7163,92,1652,1854,1417,1273,875
"Mujeres (029)",6373,88,1558,1574,1237,1141,775
"Viviendas colectivas (030)",534,,,223,261,47,3
"Hombres (031)",518,,,214,256,45,3
"Mujeres (032)",16,,,9,5,2,
"Otro tipo (033)",3,,,,2,1,
"Hombres (034)",3,,,,2,1,
