"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CASMA (000)",20671,9918,478,272,9290,224,12,30,1,446
"Hombres (001)",7095,5045,315,151,1168,130,7,19,1,259
"Mujeres (002)",13576,4873,163,121,8122,94,5,11,,187
"De 06 a 14 años (003)",7682,7305,,,244,47,,3,,83
"Hombres (004)",3942,3797,,,85,18,,3,,39
"Mujeres (005)",3740,3508,,,159,29,,,,44
"De 15 a 29 años (006)",5686,2542,4,51,2939,,3,9,1,137
"Hombres (007)",1717,1221,3,24,382,,2,7,1,77
"Mujeres (008)",3969,1321,1,27,2557,,1,2,,60
"De 30 a 44 años (009)",2784,56,9,48,2594,,4,6,,67
"Hombres (010)",293,23,4,29,188,,4,4,,41
"Mujeres (011)",2491,33,5,19,2406,,,2,,26
"De 45 a 64 años (012)",2508,14,124,76,2218,3,4,4,,65
"Hombres (013)",395,4,68,38,233,1,1,1,,49
"Mujeres (014)",2113,10,56,38,1985,2,3,3,,16
"De 65 y más años (015)",2011,1,341,97,1295,174,1,8,,94
"Hombres (016)",748,,240,60,280,111,,4,,53
"Mujeres (017)",1263,1,101,37,1015,63,1,4,,41
,,,,,,,,,,
"AREA URBANA (018)",13964,6737,415,208,6067,185,10,20,1,321
"Hombres (019)",5081,3413,266,118,974,105,6,13,1,185
"Mujeres (020)",8883,3324,149,90,5093,80,4,7,,136
"De 06 a 14 años (021)",5153,4886,,,177,32,,1,,57
"Hombres (022)",2638,2532,,,71,11,,1,,23
"Mujeres (023)",2515,2354,,,106,21,,,,34
"De 15 a 29 años (024)",3902,1796,3,40,1946,,3,6,1,107
"Hombres (025)",1271,857,2,21,320,,2,5,1,63
"Mujeres (026)",2631,939,1,19,1626,,1,1,,44
"De 30 a 44 años (027)",1813,44,8,39,1659,,3,6,,54
"Hombres (028)",245,20,3,23,159,,3,4,,33
"Mujeres (029)",1568,24,5,16,1500,,,2,,21
"De 45 a 64 años (030)",1658,11,110,60,1417,3,4,3,,50
"Hombres (031)",329,4,61,30,193,1,1,1,,38
"Mujeres (032)",1329,7,49,30,1224,2,3,2,,12
"De 65 y más años (033)",1438,,294,69,868,150,,4,,53
"Hombres (034)",598,,200,44,231,93,,2,,28
"Mujeres (035)",840,,94,25,637,57,,2,,25
,,,,,,,,,,
"AREA RURAL (036)",6707,3181,63,64,3223,39,2,10,,125
"Hombres (037)",2014,1632,49,33,194,25,1,6,,74
"Mujeres (038)",4693,1549,14,31,3029,14,1,4,,51
"De 06 a 14 años (039)",2529,2419,,,67,15,,2,,26
"Hombres (040)",1304,1265,,,14,7,,2,,16
"Mujeres (041)",1225,1154,,,53,8,,,,10
"De 15 a 29 años (042)",1784,746,1,11,993,,,3,,30
"Hombres (043)",446,364,1,3,62,,,2,,14
"Mujeres (044)",1338,382,,8,931,,,1,,16
"De 30 a 44 años (045)",971,12,1,9,935,,1,,,13
"Hombres (046)",48,3,1,6,29,,1,,,8
"Mujeres (047)",923,9,,3,906,,,,,5
"De 45 a 64 años (048)",850,3,14,16,801,,,1,,15
"Hombres (049)",66,,7,8,40,,,,,11
"Mujeres (050)",784,3,7,8,761,,,1,,4
"De 65 y más años (051)",573,1,47,28,427,24,1,4,,41
"Hombres (052)",150,,40,16,49,18,,2,,25
"Mujeres (053)",423,1,7,12,378,6,1,2,,16
