"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia AYABACA (000)",78845,37069,240,579,37264,1786,98,159,3,1647
"Hombres (001)",27306,19208,153,402,5267,1030,93,97,3,1053
"Mujeres (002)",51539,17861,87,177,31997,756,5,62,,594
"De 06 a 14 años (003)",33419,30426,,,1383,831,2,33,,744
"Hombres (004)",16712,15587,,,356,415,2,18,,334
"Mujeres (005)",16707,14839,,,1027,416,,15,,410
"De 15 a 29 años (006)",19246,6472,6,168,12081,,38,42,3,436
"Hombres (007)",5882,3574,2,105,1798,,36,27,3,337
"Mujeres (008)",13364,2898,4,63,10283,,2,15,,99
"De 30 a 44 años (009)",10917,99,23,142,10370,,28,30,,225
"Hombres (010)",1592,35,15,107,1191,,28,17,,199
"Mujeres (011)",9325,64,8,35,9179,,,13,,26
"De 45 a 64 años (012)",9402,64,64,136,8881,43,19,24,,171
"Hombres (013)",1472,10,39,91,1128,35,16,19,,134
"Mujeres (014)",7930,54,25,45,7753,8,3,5,,37
"De 65 y más años (015)",5861,8,147,133,4549,912,11,30,,71
"Hombres (016)",1648,2,97,99,794,580,11,16,,49
"Mujeres (017)",4213,6,50,34,3755,332,,14,,22
,,,,,,,,,,
"AREA URBANA (018)",8028,4082,145,144,3292,154,3,17,2,189
"Hombres (019)",3080,1965,89,71,728,84,3,15,2,123
"Mujeres (020)",4948,2117,56,73,2564,70,,2,,66
"De 06 a 14 años (021)",2975,2826,,,84,31,1,3,,30
"Hombres (022)",1434,1363,,,31,20,1,3,,16
"Mujeres (023)",1541,1463,,,53,11,,,,14
"De 15 a 29 años (024)",2268,1234,3,33,906,,1,4,2,85
"Hombres (025)",888,589,1,8,220,,1,4,2,63
"Mujeres (026)",1380,645,2,25,686,,,,,22
"De 30 a 44 años (027)",1040,16,15,31,944,,,3,,31
"Hombres (028)",234,9,9,17,176,,,2,,21
"Mujeres (029)",806,7,6,14,768,,,1,,10
"De 45 a 64 años (030)",962,6,46,39,837,4,1,2,,27
"Hombres (031)",239,4,29,20,164,,1,2,,19
"Mujeres (032)",723,2,17,19,673,4,,,,8
"De 65 y más años (033)",783,,81,41,521,119,,5,,16
"Hombres (034)",285,,50,26,137,64,,4,,4
"Mujeres (035)",498,,31,15,384,55,,1,,12
,,,,,,,,,,
"AREA RURAL (036)",70817,32987,95,435,33972,1632,95,142,1,1458
"Hombres (037)",24226,17243,64,331,4539,946,90,82,1,930
"Mujeres (038)",46591,15744,31,104,29433,686,5,60,,528
"De 06 a 14 años (039)",30444,27600,,,1299,800,1,30,,714
"Hombres (040)",15278,14224,,,325,395,1,15,,318
"Mujeres (041)",15166,13376,,,974,405,,15,,396
"De 15 a 29 años (042)",16978,5238,3,135,11175,,37,38,1,351
"Hombres (043)",4994,2985,1,97,1578,,35,23,1,274
"Mujeres (044)",11984,2253,2,38,9597,,2,15,,77
"De 30 a 44 años (045)",9877,83,8,111,9426,,28,27,,194
"Hombres (046)",1358,26,6,90,1015,,28,15,,178
"Mujeres (047)",8519,57,2,21,8411,,,12,,16
"De 45 a 64 años (048)",8440,58,18,97,8044,39,18,22,,144
"Hombres (049)",1233,6,10,71,964,35,15,17,,115
"Mujeres (050)",7207,52,8,26,7080,4,3,5,,29
"De 65 y más años (051)",5078,8,66,92,4028,793,11,25,,55
"Hombres (052)",1363,2,47,73,657,516,11,12,,45
"Mujeres (053)",3715,6,19,19,3371,277,,13,,10
