"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ACOMAYO (000)",7633,5977,1034,321,301
"Agric., ganadería, caza y silvicultura (001)",5248,4528,680,33,7
"Pesca (002)",2,2,,,
"Explotación de minas y canteras (003)",14,9,2,2,1
"Industrias manufactureras (004)",170,135,22,8,5
"Suministro de electricidad, gas y agua (005)",14,1,10,3,
"Construcción (006)",442,221,124,83,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",408,392,13,3,
"Venta, mant.y rep. veh.autom y motoc. (008)",15,12,3,,
"Comercio al por mayor (009)",18,18,,,
"Comercio al por menor (010)",375,362,10,3,
"Hoteles y restaurantes (011)",136,122,10,4,
"Trans., almac. y comunicaciones (012)",92,65,14,9,4
"Intermediación financiera (013)",1,,,1,
"Activid.inmobil., empres. y alquileres (014)",48,25,8,6,9
"Admin.pub. y defensa; p. segur soc.afil (015)",219,,,,219
"Enseñanza (016)",325,98,104,110,13
"Servicios sociales y de salud (017)",59,22,4,8,25
"Otras activ. serv.comun.soc y personales (018)",78,34,7,36,1
"Hogares privados con servicio doméstico (019)",84,84,,,
"Actividad economica no especificada (021)",293,239,36,15,3
"Hombres (022)",5093,3815,804,236,238
"Agric., ganadería, caza y silvicultura (023)",3621,3070,522,22,7
"Pesca (024)",2,2,,,
"Explotación de minas y canteras (025)",13,9,1,2,1
"Industrias manufactureras (026)",140,111,20,6,3
"Suministro de electricidad, gas y agua (027)",12,1,8,3,
"Construcción (028)",419,206,120,80,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",169,156,10,3,
"Venta, mant.y rep. veh.autom y motoc. (030)",13,10,3,,
"Comercio al por mayor (031)",5,5,,,
"Comercio al por menor (032)",151,141,7,3,
"Hoteles y restaurantes (033)",11,10,1,,
"Trans., almac. y comunicaciones (034)",86,61,13,8,4
"Intermediación financiera (035)",1,,,1,
"Activid.inmobil., empres. y alquileres (036)",37,19,7,3,8
"Admin.pub. y defensa; p. segur soc.afil (037)",190,,,,190
"Enseñanza (038)",193,49,76,64,4
"Servicios sociales y de salud (039)",11,5,1,1,4
"Otras activ. serv.comun.soc y personales (040)",57,16,7,33,1
"Hogares privados con servicio doméstico (041)",24,24,,,
"Actividad economica no especificada (043)",107,76,18,10,3
"Mujeres (044)",2540,2162,230,85,63
