"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia CANDARAVE",,,,,,,,,
"Viviendas particulares (001)",2810,406,2071,26,32,15,231,7,22
"Ocupantes presentes (002)",8197,1242,6099,69,58,26,624,25,54
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2625,393,2000,25,8,9,162,7,21
"Ocupantes presentes (005)",7785,1199,5936,65,21,20,467,25,52
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",2,1,,1,,,,,
"Ocupantes presentes (011)",6,2,,4,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",37,9,28,,,,,,
"Ocupantes presentes (014)",101,34,67,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",138,,42,,24,4,68,,
"Ocupantes presentes (017)",289,,92,,37,4,156,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,,,,2,,,1
"Ocupantes presentes (020)",4,,,,,2,,,2
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,3,1,,,,1,,
"Ocupantes presentes (023)",12,7,4,,,,1,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1767,336,1281,14,6,6,101,4,19
"Ocupantes presentes (029)",5260,1029,3779,43,18,15,308,18,50
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1721,323,1252,13,6,4,101,4,18
"Ocupantes presentes (032)",5138,986,3708,39,18,13,308,18,48
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",2,1,,1,,,,,
"Ocupantes presentes (038)",6,2,,4,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",37,9,28,,,,,,
"Ocupantes presentes (041)",101,34,67,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,,,,2,,,1
"Ocupantes presentes (047)",4,,,,,2,,,2
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,3,1,,,,,,
"Ocupantes presentes (050)",11,7,4,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1043,70,790,12,26,9,130,3,3
"Ocupantes presentes (056)",2937,213,2320,26,40,11,316,7,4
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",904,70,748,12,2,5,61,3,3
"Ocupantes presentes (059)",2647,213,2228,26,3,7,159,7,4
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",138,,42,,24,4,68,,
"Ocupantes presentes (071)",289,,92,,37,4,156,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,1,,
"Ocupantes presentes (077)",1,,,,,,1,,
"Otro tipo",,,,,,,,,
