"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia JUNIN (000)",13550,11655,1895
"De 3 a 5 años (001)",1637,118,1519
"De 6 a 11 años (002)",4017,3741,276
"De 12 a 16 años (003)",3802,3776,26
"De 17 a 24 años (004)",4094,4020,74
"Hombres (005)",6801,5864,937
"De 3 a 5 años (006)",822,52,770
"De 6 a 11 años (007)",2067,1930,137
"De 12 a 16 años (008)",1927,1914,13
"De 17 a 24 años (009)",1985,1968,17
"Mujeres (010)",6749,5791,958
"De 3 a 5 años (011)",815,66,749
"De 6 a 11 años (012)",1950,1811,139
"De 12 a 16 años (013)",1875,1862,13
"De 17 a 24 años (014)",2109,2052,57
,,,
"URBANA (015)",9694,8465,1229
"De 3 a 5 años (016)",1116,90,1026
"De 6 a 11 años (017)",2823,2672,151
"De 12 a 16 años (018)",2822,2806,16
"De 17 a 24 años (019)",2933,2897,36
"Hombres (020)",4841,4214,627
"De 3 a 5 años (021)",565,35,530
"De 6 a 11 años (022)",1476,1398,78
"De 12 a 16 años (023)",1423,1417,6
"De 17 a 24 años (024)",1377,1364,13
"Mujeres (025)",4853,4251,602
"De 3 a 5 años (026)",551,55,496
"De 6 a 11 años (027)",1347,1274,73
"De 12 a 16 años (028)",1399,1389,10
"De 17 a 24 años (029)",1556,1533,23
,,,
"RURAL (030)",3856,3190,666
"De 3 a 5 años (031)",521,28,493
"De 6 a 11 años (032)",1194,1069,125
"De 12 a 16 años (033)",980,970,10
"De 17 a 24 años (034)",1161,1123,38
"Hombres (035)",1960,1650,310
"De 3 a 5 años (036)",257,17,240
"De 6 a 11 años (037)",591,532,59
"De 12 a 16 años (038)",504,497,7
"De 17 a 24 años (039)",608,604,4
"Mujeres (040)",1896,1540,356
"De 3 a 5 años (041)",264,11,253
"De 6 a 11 años (042)",603,537,66
"De 12 a 16 años (043)",476,473,3
"De 17 a 24 años (044)",553,519,34
