"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LAMBAYEQUE",,,,,,,,,
"Viviendas particulares (001)",2218,1684,296,155,61,7,1,1,13
"Ocupantes presentes (002)",9739,7389,1250,691,292,31,4,3,79
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2083,1597,265,143,57,6,1,1,13
"Ocupantes presentes (005)",9244,7036,1169,643,284,26,4,3,79
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",4,2,2,,,,,,
"Ocupantes presentes (008)",12,7,5,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",11,6,2,3,,,,,
"Ocupantes presentes (011)",40,18,2,20,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1,1,,,,,,,
"Ocupantes presentes (014)",3,3,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",45,42,3,,,,,,
"Ocupantes presentes (017)",248,238,10,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",74,36,24,9,4,1,,,
"Ocupantes presentes (020)",192,87,64,28,8,5,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1090,659,222,141,51,7,1,,9
"Ocupantes presentes (029)",4587,2761,872,621,249,31,4,,49
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1000,614,194,129,47,6,1,,9
"Ocupantes presentes (032)",4340,2646,801,573,241,26,4,,49
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",4,2,2,,,,,,
"Ocupantes presentes (035)",12,7,5,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",11,6,2,3,,,,,
"Ocupantes presentes (038)",40,18,2,20,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1,1,,,,,,,
"Ocupantes presentes (041)",3,3,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",74,36,24,9,4,1,,,
"Ocupantes presentes (047)",192,87,64,28,8,5,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1128,1025,74,14,10,,,1,4
"Ocupantes presentes (056)",5152,4628,378,70,43,,,3,30
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1083,983,71,14,10,,,1,4
"Ocupantes presentes (059)",4904,4390,368,70,43,,,3,30
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",45,42,3,,,,,,
"Ocupantes presentes (071)",248,238,10,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
