"CUADRO Nº 3: VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia CHUCUITO (000)",82,70,12
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",30,30,
"Casa pensión (003)",2,2,
"Hospital, clinica (004)",5,4,1
"Cárcel, centro de readaptación social (005)",1,1,
"Asilo (006)",1,1,
"Otro (008)",23,21,2
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",20,11,9
