"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia HUAYTARA",,,,,,
"Viviendas particulares (001)",6777,6706,66,4,1,
"Ocupantes presentes (002)",21756,21189,501,50,16,
"Casa independiente",,,,,,
"Viviendas particulares (004)",5504,5439,60,4,1,
"Ocupantes presentes (005)",17146,16624,456,50,16,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",6,6,,,,
"Ocupantes presentes (008)",24,24,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",18,18,,,,
"Ocupantes presentes (011)",61,61,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",34,32,2,,,
"Ocupantes presentes (014)",105,89,16,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",1197,1193,4,,,
"Ocupantes presentes (017)",4387,4358,29,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",3,3,,,,
"Ocupantes presentes (020)",5,5,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",11,11,,,,
"Ocupantes presentes (023)",18,18,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",4,4,,,,
"Ocupantes presentes (026)",10,10,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1965,1923,40,1,1,
"Ocupantes presentes (029)",6453,6125,300,12,16,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1901,1861,38,1,1,
"Ocupantes presentes (032)",6253,5941,284,12,16,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",6,6,,,,
"Ocupantes presentes (035)",24,24,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",18,18,,,,
"Ocupantes presentes (038)",61,61,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",34,32,2,,,
"Ocupantes presentes (041)",105,89,16,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",3,3,,,,
"Ocupantes presentes (047)",5,5,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",2,2,,,,
"Ocupantes presentes (050)",4,4,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",1,1,,,,
"Ocupantes presentes (053)",1,1,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",4812,4783,26,3,,
"Ocupantes presentes (056)",15303,15064,201,38,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",3603,3578,22,3,,
"Ocupantes presentes (059)",10893,10683,172,38,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",1197,1193,4,,,
"Ocupantes presentes (071)",4387,4358,29,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",9,9,,,,
"Ocupantes presentes (077)",14,14,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",3,3,,,,
"Ocupantes presentes (080)",9,9,,,,
