"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia HUANTA (000)",93360,91635,1276,449
"Hombres (001)",46378,45564,561,253
"Mujeres (002)",46982,46071,715,196
"Menores de 1 año (003)",1885,1434,347,104
"Hombres (004)",938,708,170,60
"Mujeres (005)",947,726,177,44
"De 1 a 5 años (006)",12242,11310,609,323
"Hombres (007)",6284,5776,320,188
"Mujeres (008)",5958,5534,289,135
"De 6 a 14 años (009)",23683,23641,35,7
"Hombres (010)",12064,12043,18,3
"Mujeres (011)",11619,11598,17,4
"De 15 a 29 años (012)",23807,23788,17,2
"Hombres (013)",12198,12195,3,
"Mujeres (014)",11609,11593,14,2
"De 30 a 44 años (015)",15563,15533,26,4
"Hombres (016)",7589,7581,6,2
"Mujeres (017)",7974,7952,20,2
"De 45 a 64 años (018)",11087,11042,42,3
"Hombres (019)",5123,5118,5,
"Mujeres (020)",5964,5924,37,3
"De 65 a más años (021)",5093,4887,200,6
"Hombres (022)",2182,2143,39,
"Mujeres (023)",2911,2744,161,6
,,,,
"URBANA (024)",42816,42116,507,193
"Hombres (025)",20903,20540,246,117
"Mujeres (026)",21913,21576,261,76
"Menores de 1 año (027)",769,577,152,40
"Hombres (028)",376,271,78,27
"Mujeres (029)",393,306,74,13
"De 1 a 5 años (030)",4974,4564,266,144
"Hombres (031)",2581,2347,148,86
"Mujeres (032)",2393,2217,118,58
"De 6 a 14 años (033)",10928,10918,7,3
"Hombres (034)",5503,5497,4,2
"Mujeres (035)",5425,5421,3,1
"De 15 a 29 años (036)",11617,11612,4,1
"Hombres (037)",5820,5820,,
"Mujeres (038)",5797,5792,4,1
"De 30 a 44 años (039)",7419,7407,9,3
"Hombres (040)",3456,3451,3,2
"Mujeres (041)",3963,3956,6,1
"De 45 a 64 años (042)",5057,5042,14,1
"Hombres (043)",2311,2308,3,
"Mujeres (044)",2746,2734,11,1
"De 65 a más años (045)",2052,1996,55,1
"Hombres (046)",856,846,10,
"Mujeres (047)",1196,1150,45,1
,,,,
"RURAL (048)",50544,49519,769,256
"Hombres (049)",25475,25024,315,136
"Mujeres (050)",25069,24495,454,120
"Menores de 1 año (051)",1116,857,195,64
"Hombres (052)",562,437,92,33
"Mujeres (053)",554,420,103,31
"De 1 a 5 años (054)",7268,6746,343,179
"Hombres (055)",3703,3429,172,102
"Mujeres (056)",3565,3317,171,77
"De 6 a 14 años (057)",12755,12723,28,4
"Hombres (058)",6561,6546,14,1
"Mujeres (059)",6194,6177,14,3
"De 15 a 29 años (060)",12190,12176,13,1
"Hombres (061)",6378,6375,3,
"Mujeres (062)",5812,5801,10,1
"De 30 a 44 años (063)",8144,8126,17,1
"Hombres (064)",4133,4130,3,
"Mujeres (065)",4011,3996,14,1
"De 45 a 64 años (066)",6030,6000,28,2
"Hombres (067)",2812,2810,2,
"Mujeres (068)",3218,3190,26,2
"De 65 a más años (069)",3041,2891,145,5
"Hombres (070)",1326,1297,29,
"Mujeres (071)",1715,1594,116,5
