"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MARISCAL NIETO (000)",28885,55416,51796,,953,93.5,1.7
"De 12 a 14 años (001)",1995,8,8,,1,100,12.5
"De 15 a 19 años (002)",3095,332,322,89,97,26.8,
"De 20 a 24 años (003)",3532,1837,1813,230,98.7,12.5,
"De 25 a 29 años (004)",3359,3491,3435,250,98.4,7.2,
"De 30 a 34 años (005)",3015,4944,4839,218,97.9,4.4,
"De 35 a 39 años (006)",3025,6222,6081,119,97.7,1.9,
"De 40 a 44 años (007)",2469,6303,6059,39,96.1,0.6,
"De 45 a 49 años (008)",1978,5710,5464,7,95.7,0.1,
"De 50 y más años (009)",6417,26569,23775,,89.5,,
"PEA (010)",13551,27283,25717,370,94.3,1.4,
"De 12 a 14 años (011)",86,4,4,,100,,
"De 15 a 19 años (012)",611,112,108,21,96.4,18.8,
"De 20 a 24 años (013)",1618,802,789,65,98.4,8.1,
"De 25 a 29 años (014)",1990,1804,1770,104,98.1,5.8,
"De 30 a 34 años (015)",1834,2773,2717,93,98,3.4,
"De 35 a 39 años (016)",1932,3790,3708,65,97.8,1.7,
"De 40 a 44 años (017)",1604,4092,3914,19,95.7,0.5,
"De 45 a 49 años (018)",1270,3539,3377,3,95.4,0.1,
"De 50 y más años (019)",2606,10367,9330,,90,,
"Ocupada (020)",12146,25208,23737,314,94.2,1.2,
"De 12 a 14 años (021)",80,3,3,,100,,
"De 15 a 19 años (022)",513,100,96,18,96,18,
"De 20 a 24 años (023)",1296,670,660,48,98.5,7.2,
"De 25 a 29 años (024)",1704,1530,1502,87,98.2,5.7,
"De 30 a 34 años (025)",1617,2437,2384,83,97.8,3.4,
"De 35 a 39 años (026)",1763,3443,3375,58,98,1.7,
"De 40 a 44 años (027)",1481,3769,3606,17,95.7,0.5,
"De 45 a 49 años (028)",1184,3294,3144,3,95.4,0.1,
"De 50 y más años (029)",2508,9962,8967,,90,,
"Desocupada (030)",1405,2075,1980,56,95.4,2.7,
"De 12 a 14 años (031)",6,1,1,,100,,
"De 15 a 19 años (032)",98,12,12,3,100,25,
"De 20 a 24 años (033)",322,132,129,17,97.7,12.9,
"De 25 a 29 años (034)",286,274,268,17,97.8,6.2,
"De 30 a 34 años (035)",217,336,333,10,99.1,3,
