"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUARAZ (000)",56085,17207,8073,21217,952,3458,1598,3580
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",141,124,,,17,,,
"Profes., científicos e intelectuales (002)",8625,7331,,1138,139,17,,
"Técnicos de nivel medio y trab. asimilados (003)",2857,1863,,805,168,21,,
"Jefes y empleados de oficina (004)",2760,2745,,3,,12,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",7716,2198,91,4356,217,854,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",6690,2,2,6598,88,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",3703,,1306,2138,168,91,,
"Obreros construc.,conf.,papel, fab., instr. (008)",5209,637,1993,2445,89,45,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",13634,1738,4551,3443,54,2250,1598,
"Otra (010)",330,330,,,,,,
"Ocupaciñn no especificada (011)",840,239,130,291,12,168,,
"Desocupado (012)",3580,,,,,,,3580
"Hombres (013)",36434,9528,7345,14751,663,1636,61,2450
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",106,95,,,11,,,
"Profes., científicos e intelectuales (015)",4774,3842,,827,99,6,,
"Técnicos de nivel medio y trab. asimilados (016)",1824,1117,,592,105,10,,
"Jefes y empleados de oficina (017)",1251,1246,,1,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",3445,1257,39,1822,105,222,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",5931,2,2,5851,76,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",3239,,1228,1807,148,56,,
"Obreros construc.,conf.,papel, fab., instr. (021)",5089,632,1957,2370,88,42,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",7693,933,4029,1381,28,1261,61,
"Otra (023)",313,313,,,,,,
"Ocupaciñn no especificada (024)",319,91,90,100,3,35,,
"Desocupado (025)",2450,,,,,,,2450
"Mujeres (026)",19651,7679,728,6466,289,1822,1537,1130
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",35,29,,,6,,,
"Profes., científicos e intelectuales (028)",3851,3489,,311,40,11,,
"Técnicos de nivel medio y trab. asimilados (029)",1033,746,,213,63,11,,
"Jefes y empleados de oficina (030)",1509,1499,,2,,8,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",4271,941,52,2534,112,632,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",759,,,747,12,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",464,,78,331,20,35,,
"Obreros construc.,conf.,papel, fab., instr. (034)",120,5,36,75,1,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",5941,805,522,2062,26,989,1537,
"Otra (036)",17,17,,,,,,
"Ocupaciñn no especificada (037)",521,148,40,191,9,133,,
"Desocupado (038)",1130,,,,,,,1130
,,,,,,,,
"URBANA (039)",44307,16494,5630,15236,881,1851,1401,2814
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",132,115,,,17,,,
"Profes., científicos e intelectuales (041)",8398,7130,,1114,137,17,,
"Técnicos de nivel medio y trab. asimilados (042)",2762,1802,,778,163,19,,
"Jefes y empleados de oficina (043)",2630,2616,,3,,11,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",7256,2071,85,4052,216,832,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1848,1,1,1809,37,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",3190,,1059,1889,163,79,,
"Obreros construc.,conf.,papel, fab., instr. (047)",4480,567,1627,2165,82,39,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",9779,1647,2764,3187,54,726,1401,
"Otra (049)",326,326,,,,,,
"Ocupaciñn no especificada (050)",692,219,94,239,12,128,,
"Desocupado (051)",2814,,,,,,,2814
"Hombres (052)",27007,9026,5117,9636,601,768,55,1804
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",98,87,,,11,,,
"Profes., científicos e intelectuales (054)",4635,3725,,807,97,6,,
"Técnicos de nivel medio y trab. asimilados (055)",1753,1074,,569,101,9,,
"Jefes y empleados de oficina (056)",1149,1144,,1,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",3204,1166,36,1683,104,215,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1558,1,1,1524,32,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",2767,,986,1589,144,48,,
"Obreros construc.,conf.,papel, fab., instr. (060)",4367,562,1594,2094,81,36,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",5091,871,2437,1279,28,421,55,
"Otra (062)",309,309,,,,,,
"Ocupaciñn no especificada (063)",272,87,63,90,3,29,,
"Desocupado (064)",1804,,,,,,,1804
"Mujeres (065)",17300,7468,513,5600,280,1083,1346,1010
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",34,28,,,6,,,
"Profes., científicos e intelectuales (067)",3763,3405,,307,40,11,,
"Técnicos de nivel medio y trab. asimilados (068)",1009,728,,209,62,10,,
"Jefes y empleados de oficina (069)",1481,1472,,2,,7,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",4052,905,49,2369,112,617,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",290,,,285,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",423,,73,300,19,31,,
"Obreros construc.,conf.,papel, fab., instr. (073)",113,5,33,71,1,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",4688,776,327,1908,26,305,1346,
"Otra (075)",17,17,,,,,,
"Ocupaciñn no especificada (076)",420,132,31,149,9,99,,
"Desocupado (077)",1010,,,,,,,1010
,,,,,,,,
"RURAL (078)",11778,713,2443,5981,71,1607,197,766
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",9,9,,,,,,
"Profes., científicos e intelectuales (080)",227,201,,24,2,,,
"Técnicos de nivel medio y trab. asimilados (081)",95,61,,27,5,2,,
"Jefes y empleados de oficina (082)",130,129,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",460,127,6,304,1,22,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",4842,1,1,4789,51,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",513,,247,249,5,12,,
"Obreros construc.,conf.,papel, fab., instr. (086)",729,70,366,280,7,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",3855,91,1787,256,,1524,197,
"Otra (088)",4,4,,,,,,
"Ocupaciñn no especificada (089)",148,20,36,52,,40,,
"Desocupado (090)",766,,,,,,,766
"Hombres (091)",9427,502,2228,5115,62,868,6,646
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",8,8,,,,,,
"Profes., científicos e intelectuales (093)",139,117,,20,2,,,
