"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CANGALLO (000)",34902,687,12415,7766,5817,4927,3290
"Hombres (001)",16724,342,6323,3757,2757,2197,1348
"Mujeres (002)",18178,345,6092,4009,3060,2730,1942
"Viviendas particulares (003)",34605,684,12399,7676,5710,4862,3274
"Hombres (004)",16545,341,6314,3698,2692,2159,1341
"Mujeres (005)",18060,343,6085,3978,3018,2703,1933
"Viviendas colectivas (006)",166,3,5,67,59,29,3
"Hombres (007)",97,1,2,43,34,16,1
"Mujeres (008)",69,2,3,24,25,13,2
"Otro tipo (009)",131,,11,23,48,36,13
"Hombres (010)",82,,7,16,31,22,6
"Mujeres (011)",49,,4,7,17,14,7
,,,,,,,
"URBANA (012)",12169,246,4215,2828,2264,1612,1004
"Hombres (013)",5894,121,2177,1385,1079,740,392
"Mujeres (014)",6275,125,2038,1443,1185,872,612
"Viviendas particulares (015)",11889,243,4199,2748,2162,1549,988
"Hombres (016)",5728,120,2168,1334,1018,703,385
"Mujeres (017)",6161,123,2031,1414,1144,846,603
"Viviendas colectivas (018)",157,3,5,62,56,28,3
"Hombres (019)",90,1,2,39,31,16,1
"Mujeres (020)",67,2,3,23,25,12,2
"Otro tipo (021)",123,,11,18,46,35,13
"Hombres (022)",76,,7,12,30,21,6
"Mujeres (023)",47,,4,6,16,14,7
,,,,,,,
"RURAL (024)",22733,441,8200,4938,3553,3315,2286
"Hombres (025)",10830,221,4146,2372,1678,1457,956
"Mujeres (026)",11903,220,4054,2566,1875,1858,1330
"Viviendas particulares (027)",22716,441,8200,4928,3548,3313,2286
"Hombres (028)",10817,221,4146,2364,1674,1456,956
"Mujeres (029)",11899,220,4054,2564,1874,1857,1330
"Viviendas colectivas (030)",9,,,5,3,1,
"Hombres (031)",7,,,4,3,,
"Mujeres (032)",2,,,1,,1,
"Otro tipo (033)",8,,,5,2,1,
"Hombres (034)",6,,,4,1,1,
"Mujeres (035)",2,,,1,1,,
