"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAJABAMBA (000)",68615,19140,3933,715,44884
"Sin Nivel (001)",13861,4428,397,66,8972
"Educación Inicial (002)",1878,1192,141,19,533
"Primaria (003)",39601,11354,1246,278,26753
"Secundaria (004)",9318,2008,798,145,6374
"Sup. no Univ. Incompleta (005)",1024,51,121,25,827
"Sup. no Univ. Completa (006)",1977,65,841,104,972
"Sup. Univ. Incompleta (007)",279,11,55,15,199
"Sup. Univ. Completa (008)",677,31,334,63,254
"Hombres (010)",33781,9443,1883,414,22075
"Sin Nivel (011)",4874,2028,161,26,2659
"Educación Inicial (012)",965,613,71,14,274
"Primaria (013)",20606,5640,591,149,14243
"Secundaria (014)",5412,1091,424,96,3804
"Sup. no Univ. Incompleta (015)",484,19,54,17,394
"Sup. no Univ. Completa (016)",909,27,374,63,448
"Sup. Univ. Incompleta (017)",144,3,26,11,104
"Sup. Univ. Completa (018)",387,22,182,38,149
"Mujeres (020)",34834,9697,2050,301,22809
"Sin Nivel (021)",8987,2400,236,40,6313
"Educación Inicial (022)",913,579,70,5,259
"Primaria (023)",18995,5714,655,129,12510
"Secundaria (024)",3906,917,374,49,2570
"Sup. no Univ. Incompleta (025)",540,32,67,8,433
"Sup. no Univ. Completa (026)",1068,38,467,41,524
"Sup. Univ. Incompleta (027)",135,8,29,4,95
"Sup. Univ. Completa (028)",290,9,152,25,105
,,,,,
"URBANA (030)",17126,2789,3074,449,10845
"Sin Nivel (031)",1983,469,216,34,1266
"Educación Inicial (032)",563,207,113,13,232
"Primaria (033)",6902,1385,813,122,4591
"Secundaria (034)",4383,606,697,103,2984
"Sup. no Univ. Incompleta (035)",771,36,109,18,608
"Sup. no Univ. Completa (036)",1687,53,762,91,786
"Sup. Univ. Incompleta (037)",231,10,51,13,158
"Sup. Univ. Completa (038)",606,23,313,55,220
"Hombres (040)",8090,1348,1437,270,5052
"Sin Nivel (041)",696,217,92,13,374
"Educación Inicial (042)",303,107,60,8,130
"Primaria (043)",3166,664,362,69,2076
"Secundaria (044)",2351,308,353,67,1626
"Sup. no Univ. Incompleta (045)",364,13,48,15,288
"Sup. no Univ. Completa (046)",759,21,333,57,351
"Sup. Univ. Incompleta (047)",118,3,22,10,83
"Sup. Univ. Completa (048)",333,15,167,31,124
"Mujeres (050)",9036,1441,1637,179,5793
"Sin Nivel (051)",1287,252,124,21,892
"Educación Inicial (052)",260,100,53,5,102
"Primaria (053)",3736,721,451,53,2515
"Secundaria (054)",2032,298,344,36,1358
"Sup. no Univ. Incompleta (055)",407,23,61,3,320
"Sup. no Univ. Completa (056)",928,32,429,34,435
"Sup. Univ. Incompleta (057)",113,7,29,3,75
"Sup. Univ. Completa (058)",273,8,146,24,96
,,,,,
"RURAL (060)",51489,16351,859,266,34039
"Sin Nivel (061)",11878,3959,181,32,7706
"Educación Inicial (062)",1315,985,28,6,301
"Primaria (063)",32699,9969,433,156,22162
"Secundaria (064)",4935,1402,101,42,3390
"Sup. no Univ. Incompleta (065)",253,15,12,7,219
"Sup. no Univ. Completa (066)",290,12,79,13,186
"Sup. Univ. Incompleta (067)",48,1,4,2,41
"Sup. Univ. Completa (068)",71,8,21,8,34
"Hombres (070)",25691,8095,446,144,17023
"Sin Nivel (071)",4178,1811,69,13,2285
"Educación Inicial (072)",662,506,11,6,144
"Primaria (073)",17440,4976,229,80,12167
"Secundaria (074)",3061,783,71,29,2178
"Sup. no Univ. Incompleta (075)",120,6,6,2,106
"Sup. no Univ. Completa (076)",150,6,41,6,97
"Sup. Univ. Incompleta (077)",26,,4,1,21
"Sup. Univ. Completa (078)",54,7,15,7,25
"Mujeres (080)",25798,8256,413,122,17016
"Sin Nivel (081)",7700,2148,112,19,5421
"Educación Inicial (082)",653,479,17,,157
"Primaria (083)",15259,4993,204,76,9995
"Secundaria (084)",1874,619,30,13,1212
"Sup. no Univ. Incompleta (085)",133,9,6,5,113
"Sup. no Univ. Completa (086)",140,6,38,7,89
"Sup. Univ. Incompleta (087)",22,1,,1,20
"Sup. Univ. Completa (088)",17,1,6,1,9
