"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia MOYOBAMBA",,,,,,,,,
"Viviendas particulares (001)",15496,527,1452,595,1404,884,660,355,9619
"Ocupantes presentes (002)",65141,2266,6200,2528,5952,3704,2636,1463,40392
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",14190,500,1373,551,1274,825,561,318,8788
"Ocupantes presentes (005)",61190,2183,5947,2409,5565,3516,2403,1356,37811
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",95,2,4,,9,11,6,4,59
"Ocupantes presentes (008)",327,5,20,,34,28,27,11,202
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",906,11,66,36,106,44,82,31,530
"Ocupantes presentes (011)",2470,33,198,94,297,144,177,87,1440
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",158,7,6,5,7,3,10,1,119
"Ocupantes presentes (014)",569,28,27,16,16,7,28,4,443
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",75,,,,,,,,75
"Ocupantes presentes (017)",323,,,,,,,,323
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",57,4,1,2,7,,,,43
"Ocupantes presentes (020)",208,9,1,8,37,,,,153
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",15,3,2,1,1,1,1,1,5
"Ocupantes presentes (023)",54,8,7,1,3,9,1,5,20
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",13379,487,1164,571,1297,859,650,348,8003
"Ocupantes presentes (029)",55726,2036,4882,2430,5497,3586,2593,1428,33274
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",12149,461,1085,527,1167,800,551,311,7247
"Ocupantes presentes (032)",52100,1955,4629,2311,5110,3398,2360,1321,31016
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",95,2,4,,9,11,6,4,59
"Ocupantes presentes (035)",327,5,20,,34,28,27,11,202
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",906,11,66,36,106,44,82,31,530
"Ocupantes presentes (038)",2470,33,198,94,297,144,177,87,1440
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",158,7,6,5,7,3,10,1,119
"Ocupantes presentes (041)",569,28,27,16,16,7,28,4,443
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",57,4,1,2,7,,,,43
"Ocupantes presentes (047)",208,9,1,8,37,,,,153
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",14,2,2,1,1,1,1,1,5
"Ocupantes presentes (050)",52,6,7,1,3,9,1,5,20
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2117,40,288,24,107,25,10,7,1616
"Ocupantes presentes (056)",9415,230,1318,98,455,118,43,35,7118
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2041,39,288,24,107,25,10,7,1541
"Ocupantes presentes (059)",9090,228,1318,98,455,118,43,35,6795
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",75,,,,,,,,75
"Ocupantes presentes (071)",323,,,,,,,,323
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
