"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia HUARI",,,,,,,,,
"Viviendas particulares (001)",14421,3671,4951,1881,2004,611,598,226,479
"Ocupantes presentes (002)",59801,12981,20050,8509,9010,2840,2935,1081,2395
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",13871,3451,4751,1819,1958,598,596,221,477
"Ocupantes presentes (005)",57875,12353,19323,8232,8793,2803,2929,1063,2379
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",10,,,2,4,,1,2,1
"Ocupantes presentes (008)",46,,,11,10,,4,11,10
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",10,4,1,,,,1,3,1
"Ocupantes presentes (011)",30,5,10,,,,2,7,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",19,7,3,6,3,,,,
"Ocupantes presentes (014)",99,20,12,36,31,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",491,201,187,53,37,13,,,
"Ocupantes presentes (017)",1691,580,684,227,163,37,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,3,,,,,,
"Ocupantes presentes (020)",4,,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",12,3,6,1,2,,,,
"Ocupantes presentes (023)",45,12,17,3,13,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",5,5,,,,,,,
"Ocupantes presentes (026)",11,11,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",5144,825,1300,740,933,379,405,170,392
"Ocupantes presentes (029)",21810,2795,5011,3284,4239,1763,1972,774,1972
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5087,808,1287,731,924,379,403,165,390
"Ocupantes presentes (032)",21579,2751,4968,3234,4185,1763,1966,756,1956
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",10,,,2,4,,1,2,1
"Ocupantes presentes (035)",46,,,11,10,,4,11,10
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",10,4,1,,,,1,3,1
"Ocupantes presentes (038)",30,5,10,,,,2,7,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",19,7,3,6,3,,,,
"Ocupantes presentes (041)",99,20,12,36,31,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,3,,,,,,
"Ocupantes presentes (047)",4,,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",10,1,6,1,2,,,,
"Ocupantes presentes (050)",41,8,17,3,13,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",5,5,,,,,,,
"Ocupantes presentes (053)",11,11,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9277,2846,3651,1141,1071,232,193,56,87
"Ocupantes presentes (056)",37991,10186,15039,5225,4771,1077,963,307,423
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8784,2643,3464,1088,1034,219,193,56,87
"Ocupantes presentes (059)",36296,9602,14355,4998,4608,1040,963,307,423
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",491,201,187,53,37,13,,,
"Ocupantes presentes (071)",1691,580,684,227,163,37,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,2,,,,,,,
"Ocupantes presentes (077)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
