"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia POMABAMBA (000)",23998,6009,606,9919,4728,674,1180,320,562
"Hombres (001)",11498,1754,293,5215,2670,379,657,186,344
"Mujeres (002)",12500,4255,313,4704,2058,295,523,134,218
"PEA (003)",6244,1278,12,1968,1326,237,858,137,428
"Hombres (004)",4887,980,10,1693,1102,172,548,96,286
"Mujeres (005)",1357,298,2,275,224,65,310,41,142
"Ocupada (006)",5891,1199,12,1870,1232,215,826,129,408
"Hombres (007)",4623,927,10,1617,1024,157,528,90,270
"Mujeres (008)",1268,272,2,253,208,58,298,39,138
"Desocupada (009)",353,79,,98,94,22,32,8,20
"Hombres (010)",264,53,,76,78,15,20,6,16
"Mujeres (011)",89,26,,22,16,7,12,2,4
"No PEA (012)",17754,4731,594,7951,3402,437,322,183,134
"Hombres (013)",6611,774,283,3522,1568,207,109,90,58
"Mujeres (014)",11143,3957,311,4429,1834,230,213,93,76
,,,,,,,,,
"URBANA (018)",5411,489,83,1563,1471,378,788,199,440
"Hombres (019)",2620,109,40,735,759,199,413,107,258
"Mujeres (020)",2791,380,43,828,712,179,375,92,182
"PEA (021)",2044,121,,308,449,144,588,97,337
"Hombres (022)",1295,58,,201,319,92,348,64,213
"Mujeres (023)",749,63,,107,130,52,240,33,124
"Ocupada (024)",1953,113,,296,424,129,572,89,330
"Hombres (025)",1236,55,,192,300,83,341,58,207
"Mujeres (026)",717,58,,104,124,46,231,31,123
"Desocupada (027)",91,8,,12,25,15,16,8,7
"Hombres (028)",59,3,,9,19,9,7,6,6
"Mujeres (029)",32,5,,3,6,6,9,2,1
"No PEA (030)",3367,368,83,1255,1022,234,200,102,103
"Hombres (031)",1325,51,40,534,440,107,65,43,45
"Mujeres (032)",2042,317,43,721,582,127,135,59,58
,,,,,,,,,
"RURAL (036)",18587,5520,523,8356,3257,296,392,121,122
"Hombres (037)",8878,1645,253,4480,1911,180,244,79,86
"Mujeres (038)",9709,3875,270,3876,1346,116,148,42,36
"PEA (039)",4200,1157,12,1660,877,93,270,40,91
"Hombres (040)",3592,922,10,1492,783,80,200,32,73
"Mujeres (041)",608,235,2,168,94,13,70,8,18
"Ocupada (042)",3938,1086,12,1574,808,86,254,40,78
"Hombres (043)",3387,872,10,1425,724,74,187,32,63
"Mujeres (044)",551,214,2,149,84,12,67,8,15
"Desocupada (045)",262,71,,86,69,7,16,,13
"Hombres (046)",205,50,,67,59,6,13,,10
"Mujeres (047)",57,21,,19,10,1,3,,3
"No PEA (048)",14387,4363,511,6696,2380,203,122,81,31
"Hombres (049)",5286,723,243,2988,1128,100,44,47,13
"Mujeres (050)",9101,3640,268,3708,1252,103,78,34,18
