"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANDAHUAYLAS (000)",37097,35282,98,6207,6275,5413,8302,5380,2814,793,1815,138447
"De 12 a 14 años (001)",75,32,5,27,,,,,,,43,27
"De 15 a 19 años (002)",981,833,12,719,88,9,5,,,,148,942
"De 20 a 24 años (003)",3949,3335,9,1982,1043,244,48,9,,,614,5054
"De 25 a 29 años (004)",4595,4144,8,1269,1504,894,440,26,3,,451,9011
"De 30 a 34 años (005)",4658,4468,4,722,1206,1110,1182,218,21,5,190,13178
"De 35 a 39 años (006)",4561,4471,4,410,814,1001,1503,593,132,14,90,16682
"De 40 a 44 años (007)",3683,3616,7,232,430,596,1247,767,290,47,67,16213
"De 45 a 49 años (008)",2997,2963,5,175,263,401,838,769,411,101,34,15180
"De 50 y más años (009)",11598,11420,44,671,927,1158,3039,2998,1957,626,178,62160
"PEA (010)",11575,10805,31,2227,2288,1828,2303,1343,598,187,770,38073
"De 12 a 14 años (011)",7,4,2,2,,,,,,,3,2
"De 15 a 19 años (012)",217,178,2,157,17,,2,,,,39,199
"De 20 a 24 años (013)",1098,855,3,549,241,51,9,2,,,243,1233
"De 25 a 29 años (014)",1550,1310,4,507,473,213,106,5,2,,240,2601
"De 30 a 34 años (015)",1801,1679,3,405,511,392,309,54,5,,122,4311
"De 35 a 39 años (016)",1807,1762,4,246,450,392,463,174,30,3,45,5744
"De 40 a 44 años (017)",1483,1452,3,128,231,295,477,225,78,15,31,5807
"De 45 a 49 años (018)",1131,1118,,92,138,213,315,238,101,21,13,5025
"De 50 y más años (019)",2481,2447,10,141,227,272,622,645,382,148,34,13151
"Ocupada (020)",11245,10519,31,2140,2219,1780,2258,1323,586,182,726,37224
